name,coverage,nFlId
Za'Darius Smith,"[4.777632545276799, 5.34343801427343, 6.186889925658812, 1.253069220675134, 6.117546223183193, 4.20704014840653, 4.563039810476311, 4.140448127817714, 4.73145401180941, 5.132258656255966, 2.6122123957590477, 4.99438165308147, 3.7990505679158217, 3.2871058692125716, 4.950410706696223, 4.724816291572629, 4.921797316374987]",2552279.0
Tavon Young,"[6.599488970018323, 3.627990374798808, 3.4389394064677887, 5.917395288167573, 2.878542910072267, 1.2027297113554032, 3.647338733333214, 1.4688274893416837, 6.166022095702611]",2555378.0
Patrick Onwuasor,"[5.52963000662156, 7.365102942005922, 5.04991671283375, 4.0787687606337695, 5.723463173585532, 5.466187609911872, 2.2474511062785556, 5.925552775969025, 5.988339842573931, 3.054607278508246]",2556642.0
Matt Judon,"[1.5202192150587959, 2.4530140091701247, 4.035276447575871, 5.295335871720176, 2.467738763015753, 7.3689559278439765, 5.28084991184809, 3.059825980549199, 6.589283932332566, 7.294508318130183, 5.5365754740974875, 5.812233264466232, 4.43671496102157]",2555505.0
Marlon Humphrey,"[3.8720096393651113, 7.583925272855565, 4.206391560586553, 8.350058651073136, 1.33513157777782, 4.68673958642178, 6.096544644103458, 1.587147471686029, 9.20924844602161, 1.7509575422241335, 1.3541230425462738, 3.1453663607895073, 9.330325226721898, 1.6621427718094335, 2.3644199685750995, 5.521819431967325, 5.261772632769426, 2.0442856244481127, 3.5556563922440354, 3.480487714062073, 0.7620351895886499]",2558067.0
Kenny Young,"[6.4556879051912235, 5.526437752169905, 4.846583507884216, 10.293660560923831, 2.783779806830706, 5.6206410678396335, 4.494034405148546]",2560947.0
Anthony Levine,"[2.4649568029220394, 3.2562564815175272, 3.3567928702795795, 3.9023421477856512, 8.666807151865052]",2508004.0
Foye Oluokun,"[4.487382647220711, 4.783974188974395, 7.459917098346235, 7.585424843408395, 8.579974832204602, 5.164400532167213, 7.037372458881065, 5.340160117039807, 8.454844568398267, 5.49180216325343]",2561132.0
Desmond Trufant,"[4.145193207255381, 2.943751509967092, 2.5655073111794815, 9.45359315814547, 1.8321248550945546, 10.442270774369026, 7.78504435003152, 10.84942242459459, 6.856496488980638, 6.871852780594323, 8.33589795359015, 8.838497495055492, 7.620960522382128, 3.3481505082460314, 7.564587580075985, 10.824957800159082, 6.4760210656064885, 5.313398804520878, 6.358856739987889, 8.157190237466203]",2539334.0
Robert Alford,"[12.505483015346659, 3.9962380530876187, 2.016582869797383, 1.8442523854457546, 2.507065002130321, 1.548848436453772, 1.72663279931253, 4.638951055350627, 1.6089151923396394, 3.3172960994761858, 1.7719604422086859, 3.371863347081763, 5.473908651240967, 15.23050182868925, 7.66878245496967, 1.4899115584171116, 4.315239018788902, 3.0544342174219246, 2.9463401814750436, 1.4469824720551208]",2539653.0
Vic Beasley,"[3.5296057412980204, 5.10369696437751, 1.6654331806382754, 6.140681508178345, 7.410333167681294, 6.184501775166677, 2.995402204104939, 2.917665161253563, 1.0008786872995041, 3.6797874896442972, 3.932955752163165, 4.927606847318944]",2552301.0
Jordan Richards,"[8.400068906956452, 7.808786188044698, 5.939431696009009, 7.274422533931454, 7.178342573457474, 6.4158707750225155, 6.623583350910379, 4.819742489594604, 3.126952179002437, 4.499041918283745, 9.77270272342403]",2552392.0
Deion Jones,"[8.221995078960854, 4.393811654983274, 6.059759252909235, 5.940396667718297, 4.763619539674751, 4.740213079961781, 4.002229440281258, 11.30087113776763, 7.819098877390444, 5.000391773781545, 8.654561699205033, 5.596454205761969, 3.494540516559357, 10.525454397293476, 4.140009392202974, 9.272761612869017]",2555162.0
De'Vondre Campbell,"[6.842888215288299, 6.451916772260294, 5.454753097255997, 7.8929120901534375, 2.8188208142488445, 6.543222214921621, 7.794395495637196, 5.249698904891764, 11.416089473195836, 8.748373883222587, 5.9093907100175125, 5.118447570977655, 3.49782897294264, 12.611207588014654, 5.551342527933963, 8.84421783298077]",2555255.0
Damontae Kazee,"[12.33439190909419, 21.917981215202737, 14.468720202944601, 14.037899077990065, 15.621295515446704, 12.040927088169271, 12.688222006258282, 13.06697376925693, 16.855885605053185, 16.529739845963118, 14.581264104223733, 18.834642792299636, 10.9674973870089, 15.103183022925338, 14.724395697887529, 16.13044193260896, 11.532616162640613, 13.862102438721049, 11.43720118198217]",2558184.0
Brian Poole,"[10.077057212857769, 9.757402259823783, 4.204352598456507, 4.779435503396132, 3.7743611765557747, 3.4104679231862396, 9.091711930438937, 4.1158963177563646, 4.457006217857939, 1.8089229059711958, 5.526576653951281, 5.863146417841584, 5.650858235960604, 6.939059421352615, 12.626829069122897, 4.823927116963157]",2556445.0
Anthony Averett,[1.9360193238771854],2560963.0
Sharrod Neasman,"[9.87118815751214, 12.579214090087802, 9.8037033008586, 10.972425752084202, 11.310042371820987, 5.511055079624785, 7.446135126344027, 6.995303990750372, 5.254847798217701]",2556443.0
Justin Hardy,[38.465945683084584],2552418.0
Duke Riley,"[4.440542650895883, 8.817903421542658]",2557967.0
Tyus Bowser,"[6.88584987232986, 6.264128979134828, 2.0720736130530932, 6.326827545497911, 3.173307835697886]",2558166.0
Nick Vigil,"[3.840956824924131, 3.6282867017441673, 5.969268821307036, 8.15496111845059, 5.94396710471558, 11.378734412842578, 8.235193912462803, 3.793196074375576, 1.8617661790123492, 2.656199115172209, 6.359183477980751, 3.873461530448258, 6.126406564535453, 1.800071036524019]",2555528.0
Vontaze Burfict,"[4.753429637699584, 8.099561745808163, 2.8448437246904703, 4.430195560217323, 5.864397110311727, 9.007977344357265, 5.278968813369345, 8.568064161633203, 6.782086066961766, 6.268721194794863, 9.860075409989646, 10.299560813936464, 5.38489712508193]",2533058.0
Dre Kirkpatrick,"[9.232540761019488, 5.622553957548215, 1.7585234713583529, 1.9733422764101534, 3.558546541023753, 2.587800658100022, 1.5995281765569853, 8.730008253734928, 1.4214671856753118, 1.2998224755520404, 3.697560553662458, 7.997711755545479, 7.356341477348783, 1.4185959148672993, 1.64574563423513]",2533060.0
Shawn Williams,"[12.701345452667892, 10.876401193996267, 10.485738608230612, 10.449331009782846, 8.502890205274415, 14.764904976523997, 5.549328071573993, 13.90716588619561, 6.892919666910354, 3.454020681299864, 11.127154663581848, 10.09749646880466, 11.449113420337692, 8.241194653447764, 14.39199988349045, 15.620577449369138]",2539233.0
Darqueze Dennard,"[7.819787987393334, 1.562141363866918, 3.5324477953221294, 2.788713809521373, 2.29019751441513, 1.7575727716073355, 2.0072979890331433, 4.186008511680732, 8.453040304608463, 3.750726652387044, 2.6654409986503595, 4.826563843784071, 2.817098700686503, 2.3299049986327285, 3.398527963985653]",2543474.0
William Jackson,"[2.3325933016124396, 3.905522480683146, 1.7335702905452477, 7.16302378412897, 1.339439815435607, 1.4726880018230228, 1.3513808692803384, 8.51890778816766, 6.292592290672239, 1.4312819405289805, 2.6696181738037383, 1.279864147840979, 6.420052423345644, 1.707054027458301, 1.8187934006385569]",2556367.0
Jessie Bates,"[11.09468493730938, 10.959533430751828, 13.664306906757716, 20.656621134037213, 14.432928247504654, 15.295431983065473, 22.203192027203528, 9.856265204836472, 9.839387834547216, 17.37985161956756, 7.119213941703921, 10.317569246594326, 12.374270549023988, 17.041716120663473, 15.808915294889506, 7.361463332637076]",2560970.0
Brandon Wilson,"[4.013347496188551, 1.8169230040073232]",2558786.0
Justin Simmons,"[10.766012630876357, 5.8782219595367575, 13.529535252381168, 20.943111908723512, 17.71500576935485, 19.082050222497504, 3.0156561609900114, 10.271687230250418, 5.7580611802945025, 6.165208421422839, 3.7017320146621713, 3.102957581567773, 4.68521050982247, 5.443739946010744, 19.79488669134415, 3.4954594867724436, 6.762292638926782, 3.6074543579619474, 12.35187529534976, 8.241447019744033, 3.4618178584307935, 1.989545135886263, 4.883572130869074, 3.0170305025272888, 3.6142584263869346, 3.84863223492986, 6.480278502620332, 7.389820777674629, 4.300848323528888]",2555550.0
Darian Stewart,"[17.407122574638784, 21.162030154415138, 18.330370917226293, 8.047394800235306, 6.3271485949168005, 5.802041888589893, 20.216025997694448, 14.040199580563456, 19.289342355709152, 10.735567976773261, 19.224712025886447, 17.908380370087844, 7.433894043914011, 18.006819147002506, 4.952932442121069, 19.4422549201818, 21.35276293415209, 13.866999748347444, 20.957971889055038, 15.198159250085272, 20.71724623154329, 23.149931782290775, 5.957624071988295, 19.024922450403984, 12.957935664514698, 17.691663284911662, 19.340404285572912, 10.564697690692574, 13.143661730892257]",494307.0
Von Miller,"[2.547110182861239, 9.766994248194017, 5.202087050856073, 3.3946381311635125, 3.7551522313161607, 7.250595132306387, 1.5215658242748618, 2.0373512638102027, 7.407414912538264, 4.59668035302474, 4.152688214589054, 6.042069325085789, 4.78349646136479, 5.872425767304702, 6.270199951629615, 4.910203543485694, 2.340273961292912, 5.232233443197477, 5.37585428320898, 1.1504800535077517, 5.301996528880502, 4.0988411474622675, 3.1410746731541175, 8.894525029357567, 4.922738038119135]",2495202.0
Chris Harris,"[7.873926283275236, 6.05684321598285, 3.9540384702088724, 4.167319110790817]",2530510.0
Bradley Roby,"[8.94583268398677, 9.542794514165012, 7.676003112926424, 22.737198512625415, 10.246932069807434, 7.911860171758772, 7.309966910421899, 19.86541341533871, 3.3589671491663466, 9.628366069886816, 3.1329369518041563, 2.414275229000803, 10.178007686452817, 3.197073398424446, 8.516763360309815, 1.737903442159884, 12.25782057918139, 7.017541263774508, 9.298782438049177, 7.39007663175767, 9.325662281612223, 6.595087828468132, 8.540716208845511, 9.550196767700433, 8.33925382503555, 1.6659296374716601, 6.47291495638662, 8.43071665002117, 11.333210127693974]",2543505.0
Todd Davis,"[5.148922714835554, 5.967996732533308, 5.933165190669088, 6.631866400519628, 4.47553836704095, 7.183045450870557, 5.332284650502936, 7.0987524088760665, 7.763504366807538, 10.224860780741356, 3.8224200986121346, 4.724737964350301, 12.212254419244287, 7.051187356266783, 4.964353523227645, 9.270727861166566, 3.8119332902787204, 4.961202549041837, 9.721121549868755, 4.971397836812138, 4.902277072324474, 7.081969665770691, 5.255688508211637, 4.673861302642023, 3.23872320321296, 8.11420625303514, 7.803534083350942, 9.846422548089821, 5.210927759341199]",2550930.0
Josey Jewell,"[9.227163877863747, 4.5206977126436465]",2560763.0
Will Parks,"[8.300765503986197, 7.642752563385773, 24.84641248872471, 5.286601423699243, 20.238109146369062, 17.819882697117137, 17.67884359609147, 18.862717071881047, 10.965244777310996, 15.529507190111941, 6.771288003697169, 2.1089324644012093, 19.15167296764202, 16.955088422797296, 15.728541952674805, 16.27471377387534, 19.21127253297995]",2556278.0
Isaac Yiadom,"[4.946342094121371, 12.433539333381058, 11.726842214684252, 9.145411568801956, 1.9117836378719417, 18.278182335907214, 5.73841522918027, 7.393555763146201, 8.202712109005576, 1.2803423675433738, 6.640669747557794, 2.73153342947279, 1.961946735797123, 1.4397968316432814, 8.903764612423144, 2.8582832505147575, 3.389541794853704, 6.993137091229537, 1.8959276915033083, 1.1587769580106784, 1.6138929003828417, 4.234031682029817, 2.726083460249047, 2.700515282814039, 1.3448470234557561, 5.323245931667222, 2.7532370681141063]",2560946.0
Joe Jones,"[5.909794865349932, 8.24245702270136, 6.46166182528028, 7.240764233554576, 5.949928859242395, 9.112723215533169, 4.340177673854796, 9.446245460636199, 7.495723535744555, 3.5824590517344332]",2559200.0
Su'a Cravens,"[8.860343591817758, 7.6557816555850975, 6.546302005411827, 2.4275213608629485, 4.762851688854772, 7.967051901501854, 5.670559912488407, 2.595607540844349, 7.601571538157319, 6.068104699702445, 3.781664748029784, 3.0638988432389973, 3.687928824472204, 8.858120774608597, 3.519190184552355]",2555345.0
Hardy Nickerson,"[6.773151738920807, 6.475010221214643, 5.446820330044094]",2558982.0
Jordan Evans,"[6.6543475717276195, 5.566062061849889]",2558801.0
Darius Phillips,[1.5903016899259526],2560839.0
Mike Ford,"[6.02417339724967, 5.631816933955353, 6.735122596605192, 5.948107131659547, 6.943572780499489, 9.02377770649582, 3.5867471670948614, 6.27296256391759, 3.590131240270047, 1.1944927636658085, 4.48450135371018, 1.1659354855247352, 3.7661089417338083, 3.5131033348210563, 4.372739221302622, 7.165980698686278, 11.078833288764107, 1.265456412109736, 4.478055663025668, 4.5160275708459965, 5.485535976850179, 5.599952883704962, 8.115554766756983, 5.673709681506504]",2561527.0
Glover Quin,"[10.447231052581232, 5.59280438435601, 17.648737808094758, 10.868656970665603, 10.98492949031072, 6.69214713992457, 6.612961596881675, 5.564947545001905, 11.440464470234394, 6.415193295413123, 11.902935929356161, 11.036575484967138, 15.249676421914607, 16.57314316371254, 11.034366860740471, 8.803730297407393, 8.400961037168653]",71441.0
Darius Slay,"[17.257335958465198, 9.314157834902883, 11.010524317021428, 7.237119625545108, 19.64009289165585, 16.91090541256551, 6.396020345639041, 8.98652951044484, 5.717287241310698, 1.419960528316475, 5.46345809220008, 3.0599198197116673, 1.6783628174099836, 1.6852689159513052, 10.325640392645633, 7.256784743123247, 1.3680456925725917, 1.3709094201884708, 1.287156759089094, 8.23791897379755, 7.391428511608005, 18.75148083528483, 5.7955696024986985, 7.1236938888834525]",2540288.0
Devon Kennard,"[1.0857834284842462, 4.527616666271064, 6.819548389047631, 5.888497743626457, 9.055212366273663, 1.2319089050869683, 2.800630976750849, 6.582587188372961, 3.0000753207138566, 2.049537112246486]",2543869.0
Nevin Lawson,"[7.21043085827887, 4.251491308707837, 4.41303337504616, 11.815125683783997, 7.384739838466341, 6.485831442533762, 1.5043888281176367, 4.065938191751117, 8.538928113923049, 4.671451360953752, 4.7375822680246396, 1.2586456119615264, 1.4707285968943558, 1.7540377176988402, 1.2595576889829816, 1.009393892025285, 4.338084092625458, 6.876293110812293, 4.026542813327349, 6.229739584909855, 4.143912811802019, 5.0666170447003385, 2.4096200363454297, 2.8360303574883114]",2543872.0
Christian Jones,"[10.042806130472478, 6.650545037885401, 10.93695595963378, 10.43301528460228, 4.232245407260404, 4.368428042984199, 5.448004532683407, 5.041568384728093, 4.0521028529409255, 2.6788038439087183, 4.7733959084660444, 4.8904007226354285, 8.601357031030984, 6.471873903463764]",2550572.0
Quandre Diggs,"[9.302009830526185, 13.794049695261572, 7.440365470421545, 8.755549467126858, 4.424920574672431, 10.595288298638394, 7.0034964080382975, 12.202627115084614, 14.273212380102363, 4.376897736351534, 3.3927536642385405, 11.564146018092396, 13.039977277240325, 18.764256166930387, 3.2243852981516525, 10.631058994648088, 1.8263714714364725, 11.580918287582525, 3.6372651300841783, 11.03391746573931, 9.169978964456417, 9.706852580725668, 12.330715612458889, 12.842140157860394]",2552262.0
Jarrad Davis,"[6.41277127682379, 7.96009693527667, 5.373232712743084, 8.612194937853538, 7.706404715009143, 9.857741898605958, 11.268359992993146, 10.735706579472751, 7.645359610252771, 5.252383727004354, 8.639729090754527, 5.994546180988597, 8.762681875498323, 8.38177604659211, 8.300640630363748, 6.849855905951843, 7.584317337720715, 5.488784912598188, 4.674633577112648, 7.316721044680795, 8.56726805786171, 5.171546547204665, 4.878525526873015, 7.4182555703683155]",2557855.0
DeShawn Shead,"[5.924631631823548, 1.275265454334535, 1.3348652119791993, 1.4531931215136726, 4.521269811526707, 6.097313807808536, 5.65994613432418, 9.13028775767786]",2535609.0
Romeo Okwara,"[6.20657757843826, 6.096609700240852, 4.466793964545623, 4.576274646114251, 5.7404775445595275, 5.002521395721384, 5.0832253678264445, 4.87568368402315, 4.888675474127534, 5.188476150478872, 4.996873178401243, 4.853923717736194, 4.223260873815673, 4.578979526473365, 4.294645359499633]",2556641.0
Tracy Walker,"[13.30815797178959, 6.730320403910307, 16.61831154377775, 19.154741842219384, 10.544834516371253, 8.419589138622676, 12.687932534137905, 10.92739271514217]",2560913.0
Mark Barron,"[4.8189894633885535, 5.221920296006028, 6.59959003575625, 8.871377173159981, 9.109528710752388, 6.187878323644488, 4.891067943975838, 3.9730243535204215, 3.994821439003466, 7.601946192095553, 4.026168717643262, 5.510236003917034]",2532789.0
Aqib Talib,"[7.200470782495168, 7.774946536639918, 10.980353333242254, 14.545194339083237, 10.491438159226302, 7.695551912795476, 5.675272013400303, 8.884267578323005, 1.5761865473633876, 7.9997754186520815]",1302.0
Lamarcus Joyner,"[19.80380619233053, 13.458608606617384, 8.614978662709385, 3.9064992467184347, 17.477531815650654, 17.291007582459955, 19.253490563328704, 11.488890788970881, 16.802860626420017, 13.824464995922689, 20.171984087978952, 17.682845091511943, 7.398474225887062, 15.94428112261637, 11.75796568738982, 6.82585979528691, 8.661947221880839, 8.504100349845457, 16.075443411110225, 19.15654805811085, 19.638571085567964, 19.743002458504392, 14.65283226389328, 16.28486645133606, 11.613375741449497, 24.657289296938917, 15.357039730183287]",2543492.0
Marcus Peters,"[5.180393788637321, 12.769721221080323, 14.254777602384213, 6.362280513524215, 6.4022914107136, 9.84334170625916, 1.066237713911531, 9.377608676842884, 1.9011591220815696, 6.952566994512604, 3.346239133984408, 1.7058401503203602, 12.952272601472622, 6.757042014132063, 6.050040949843201, 3.329990535296176, 1.0999151175676956, 7.9298569341752785, 1.3699005042840056, 10.204244754556907, 1.530027384293999, 4.496639221057928, 2.9885807416548897, 7.163840441720765]",2552488.0
Cory Littleton,"[7.249076590331823, 3.5334304376418375, 8.059732872112553, 6.670821891607083, 5.786547734897501, 8.151135455191415, 6.726284004957537, 6.107367486271399, 4.366507706838334, 8.057725694306697, 2.909244026734615, 3.728922303406472, 5.568878084292665, 8.300355579294003, 3.6142758876605035, 6.237403206392439, 3.429029137679196, 2.621128560521259, 2.9831310300270673, 10.701183501835004, 2.553201357062358, 10.529075689964582, 4.49402401473002, 4.333987040631156, 5.607226727248827, 3.437200896217092, 4.7573042610660385]",2556593.0
