name,coverage,nFlId
Xavier Rhodes,"[1.8468903068193074, 2.2227563060687157, 5.8222862741785155, 1.2319666279682737, 7.145089098005206, 6.951282775086673, 1.7921283487405035, 1.7336160650840846, 1.5911657097245664, 1.2423112713510496, 1.941641135442302, 5.536669285700589, 1.7300995531981445, 2.0225274230963635, 3.8952213054409452, 8.183294468812631]",2540155.0
Andrew Sendejo,"[15.14312016267998, 8.907090956124454, 9.509501899755849, 14.245462084173258, 17.30480755502665, 8.074371344906357, 15.819924492748887, 10.88600357528109, 6.07829495078794, 11.788400159698512, 5.558568181626163, 15.734234248787967, 10.702011638695684, 17.740041391364024, 15.66599058690696, 12.929668569622635, 15.318395880779963, 9.653910638597466, 14.499007760632663, 9.961255127580255, 12.855658455707529, 6.729135645132101, 11.15092027118521, 7.909188409320403, 12.309298331101486]",2525323.0
Harrison Smith,"[13.434603816392805, 12.050775600353122, 11.33200052410635, 6.541749771463406, 5.142857351087057, 11.176355282320722, 7.976720567199818, 3.319153715172159, 16.3635472544882, 8.034563132112012, 8.738379630910286, 15.214574198864558, 14.524714913273629, 8.180904572397443, 5.212563181072084, 13.091159140841954, 18.204406761094475, 16.22372192300209, 8.37602367389318, 13.56369553329311, 4.404941370887965, 11.709097474951202, 11.838422339944348, 6.919668329916359, 6.303546768681282]",2532948.0
Anthony Barr,"[3.3488583212399003, 6.399029137194373, 9.3279043761525, 6.005630516732685, 4.110689305240744, 5.119915578117884, 4.53240589950292, 4.643971476487996, 4.082843671844994, 3.584556247576036, 4.634823312585843, 6.175314004057462, 7.299456879291463, 4.420142015567654, 4.075786230874377, 4.171458327557585, 9.396603692103398, 8.524661555308263, 3.493528291585692, 2.9363757261728654, 4.830154623038592, 8.433921015918605, 2.297716211168793, 3.1784430790955662, 5.086553044428358]",2543459.0
Eric Kendricks,"[3.929254493277779, 5.476173161978287, 5.345404146467504, 6.926362450147114, 9.014127243027039, 3.1993713734485145, 7.182896428799952, 8.584578245872324, 5.396339175647236, 7.884676146584306, 4.2487237515300444, 4.219421294973699, 5.170202748546861, 8.318236728258945, 5.411912822611109, 4.208664177757853, 5.384335070741931, 6.253247804195529, 12.46419163894361, 7.862125253804595, 6.154465297834678, 9.580968382846121, 4.679695877147611, 6.8133328948374245, 5.0367131420264775]",2552312.0
Trae Waynes,"[2.3856203210285374, 1.6243915449102198, 3.970732997312809, 1.965675282008924, 8.374294286360328, 4.69060889522294, 1.42267980940904, 5.543726452153993, 5.159729876967549, 10.491025759204776, 6.797076384965494, 5.922647175708775]",2552448.0
Mike Hughes,"[2.537316357837461, 4.63379090487372, 2.771911360938133, 3.666404923232799, 5.505656541236183, 3.582182655679582, 3.554126679450615, 3.684798144804187, 13.119758802264677, 3.0842963947267306, 5.395079453563247, 6.906496519008847, 5.741217148581844, 13.65252961862989, 8.60890669379645, 5.9759900750074335, 7.09492062628439, 1.9252177140132871, 7.19997674906319, 5.203348030233142, 2.2344399513384956]",2560746.0
Mackensie Alexander,"[7.932332598924692, 2.0250802388053164, 1.950829716031843, 4.481484193031445, 3.061376613611995, 9.056587966326877, 5.868508852970286, 5.447073589269843, 4.861348142050973, 4.480465728599881, 6.045617946402512, 3.7388271890275147, 3.0485271096010558]",2555177.0
Holton Hill,"[4.4174428850734815, 5.661182535456437, 3.451666121503679, 6.174777035035539, 4.931304679638568, 5.830445120538781, 7.756884124557535, 5.225578243475595]",2560741.0
Eric Wilson,[2.442829226297786],2559012.0
Ben Gedeon,[4.207740331929206],2558033.0
Jayron Kearse,"[1.2532793863511498, 3.377374929032118, 4.601449012779235, 7.207694353693205]",2555156.0
William Jackson,"[1.8905669873124842, 9.866742884023045, 8.802938189119057, 1.2990799102116777, 5.692216091280518, 9.955652870442991, 6.633277138182848, 1.4077804573097927, 9.299252514041573, 1.454253606873153, 1.5922812292172346, 7.143408238381273, 1.4880611813060338, 1.6873888402562176, 7.526880516189888, 9.514931022224351, 7.664427809830408, 4.466691535313389, 2.4500671858120042, 1.8388833003838376, 9.799094117795018, 1.647033450445599]",2556367.0
Dre Kirkpatrick,"[6.949459746707116, 7.809493334842507, 8.717486763047015, 1.7097201674232123, 6.19998371005767, 1.8285083762003325, 1.7413480789453133, 2.0333729335202504, 9.610228695538463, 2.2885288155516683, 13.873364552180664, 5.249399349778925, 2.472133607583209, 5.295949352451482, 7.040928068702515, 11.300520496630437, 5.746305835002301, 7.899945272165656, 1.375878743996919, 13.116155818944527, 1.73375717416293, 8.440931594594648, 1.949426438463845, 5.551164634317131, 3.8562994238317465, 1.8421163953954491, 3.6984273387751747, 2.7234863492001806, 1.6289745372546625, 9.55823616850702, 1.6249140945625642, 2.2575437922004733]",2533060.0
Shawn Williams,"[9.12565426808801, 3.8950731289562754, 11.332753620140265, 13.829696272247565, 3.8137607285886665, 4.774371552206363, 13.822538566745957, 2.3269407075777173, 2.7045020293748916, 8.790261986838907, 9.138703132739566, 10.803764999359446, 4.368381654031869, 7.926428741982676, 13.294898092897892, 12.619489712883107, 8.814113513944305, 14.999276807583515, 13.43019518244304, 12.794361568634152, 3.5941537550819675, 14.075922087733186, 12.43763285617516, 18.713781414872738, 5.206712217861905, 7.514570063973878, 7.516651922262314, 13.375740470232037, 4.1490700286506215, 13.144425201761331, 41.28333484611179, 61.159359357645315]",2539233.0
Darqueze Dennard,"[2.909625869916825, 3.886867976383237, 6.206693534009726, 2.1126580577912013, 3.5342655213156036, 3.2253128244727507, 3.575674460383033, 1.253300123535372, 5.937962386123881, 3.43451789670905, 2.2362835746091276, 3.6503248623633895, 5.626764444322531, 3.4405831685128114, 2.1339365993711095, 7.052303782466714, 5.116803395300642, 4.1898557579662885, 1.7269606767777164, 6.849208958311286, 1.9536005942421035, 2.3884889521917017, 10.173269102851092, 1.5846880900871199, 1.4737224317778042]",2543474.0
Preston Brown,"[6.525357524463047, 5.45354536118798, 5.452054918479595, 2.921259558960247, 2.8729570399292546, 3.2394221239434047, 4.982636355207851, 3.5164148359045972, 6.785824759021975, 6.027223534546758, 6.386477946470005, 6.754506035384485, 7.939412247614033, 5.903662882811194, 5.958230993185951]",2543814.0
Nick Vigil,"[3.372122078751202, 2.645249456347172, 3.0702612776413734, 4.224278195579346, 2.295174704067702, 2.7518970689244453, 2.680593807006674, 2.682419122576037, 6.110505048134608, 7.620089971690398, 5.5037202935517815, 3.536079892055906, 3.830901297924188, 10.015876740400548, 3.968869736835483, 3.629917276200083, 4.255792404352143, 8.283273190258893, 2.3570003112539317, 4.818801240817032, 3.994703235874325, 7.180994056792292, 9.454041326527044, 9.03054314609559, 6.557872295880453, 8.031936487229292, 3.664787058397099, 13.975941274885477, 2.851609119244147, 3.622925737860039, 3.7000332408232266, 5.542906317773403]",2555528.0
Jessie Bates,"[14.92759169104283, 17.60140190006878, 10.347739435957871, 17.51209935855605, 13.854164102496231, 15.102402299217866, 18.1839204568873, 14.245667902669277, 15.874384205678254, 14.596468834623112, 10.163650773084417, 12.00084289953952, 16.431021597747936, 11.361624189086887, 14.448611217193516, 14.147017283452394, 13.349529314457497, 14.253138691292644, 19.534287907202664, 3.5638414547427204, 18.959338650628325, 14.550015212388075, 11.884504510699758, 16.054967987509265, 13.406440291863658, 16.62714622493175, 14.379609145376067, 16.817354005257275, 14.121451425857598, 15.906077790567252, 38.4248156827271, 56.464643328453946]",2560970.0
Robert Alford,"[2.6758431768785296, 1.541788726496035, 5.281561783485618, 1.888920561109017, 2.7661824235051196, 1.6894426374106846, 3.1867078488678073, 2.2856293881540846, 3.631723238164562, 6.522605356359233, 2.116213408677029, 1.5688772623670895, 1.7125103435609603, 8.144122734188402, 2.0360467934536395, 3.953817117471505, 1.5760377322696748, 1.3460791200387359, 1.902399588553781, 6.434671085320082, 6.4215735332341985, 4.9081262710707625, 1.1311185868323728, 1.2543625524371877, 1.604993274142611, 2.051185948222577, 2.1024837216623857, 1.694221536716105, 1.938168952277942, 1.1938026935795225, 5.73725088553378, 2.8220628783122463, 6.431627899749173, 4.2812838608365915, 3.382481477980463, 5.0731906630975745]",2539653.0
Blidi Wreh-Wilson,"[1.333419651555331, 4.652875235766726, 9.503672759281203, 7.412841684205794, 7.245382050804728, 2.024257305707163, 6.766908978176402, 9.260256449226098, 3.398348402012972, 9.132802839858826, 8.35641572074021]",2539219.0
Desmond Trufant,"[1.6127621387932198, 5.632434769210175, 3.37209283673983, 4.4372505851269874, 3.9010884144555344, 1.4591697417933347, 5.422305352077407, 9.293967306385161, 4.252196142157419, 6.034741974781789, 2.348771024480545, 7.1162611036416346, 1.793960190920477, 4.533310887322737, 1.6257034070793654, 4.473057730242437, 2.0546798508144386, 2.0377164534903054, 1.0545678609822398, 4.407388565721014, 3.81990002628013, 2.9341422536411454, 2.2322774218807977, 1.809004944013472, 1.6151926617506405, 4.3494244006011025, 2.06458398483798, 2.195719327759121, 1.37791159407683, 1.5793353884719408, 6.090636047746929, 7.024392271683028, 1.338250226153069, 5.856593553547505, 6.925656143637022]",2539334.0
De'Vondre Campbell,"[5.364530121420684, 6.728218158377136, 4.834749093058391, 6.311629256874209, 4.7434154416885095, 5.047520374738086, 6.8872756491592755, 8.434128639850327, 6.236705719269253, 6.473948820192197, 6.709378091042681, 7.295608037406752, 5.349238783082971, 5.414548459363728, 7.544704500613741, 5.302373956212459, 1.1474661759020905, 4.855135870422946, 1.9107348453761182, 4.130829336240082, 1.4855244446645193, 8.12905540899183, 3.576153035983148, 4.994368754672161, 2.3528939662975765, 2.0960239003192997, 1.212581255904371, 4.576494681276699, 2.236952337006122, 1.035640977712669]",2555255.0
Brian Poole,"[9.272195524964554, 6.709882164575263, 6.666680107835669, 8.936664290924275, 8.632828555098566, 4.648079108114863, 4.51593857222866, 9.829876203609127, 6.206517701929173, 5.557322724392308, 4.270415681661356, 6.142170220505345, 6.819746004239495, 7.518978678168094, 7.80333821625563, 10.00594834836177, 4.8175457343253, 1.359306582497601, 16.987800217265494, 2.9531865163615034, 10.357987821694122, 10.146489161677067, 11.369996028410469, 9.60724667106862, 13.67767510077131, 13.146546922036338, 14.157061258823271, 12.183238620906197, 8.415890185510275, 16.102986375552835]",2556445.0
Damontae Kazee,"[16.084309699208774, 12.627763139723223, 12.343585946893297, 15.340858367076823, 14.397323506103634, 15.835106623570887, 11.227953224002263, 19.39737390251068, 20.34994627168423, 19.193009467192145, 19.09732944206848, 22.06431941012745, 16.80187786334181, 19.373021772728734, 16.90135337587115, 14.468557590635955, 20.17024263295187, 18.723381461290195, 20.457892892426578, 9.217496773105355, 18.601516796823418, 16.39755862468205, 15.556419737106383, 13.840815687743595, 15.533374399556761, 17.80849050227189, 14.407622311265772, 13.34176915848096, 12.725311109095264, 13.777588790310435, 15.097578205783044, 16.243453194634863, 15.019295333401145, 13.013618896782871, 11.273611303183054, 10.974856165909973]",2558184.0
Isaiah Oliver,"[2.127390861685993, 5.149495784169021, 4.847705933653081, 3.015609589756042, 5.0357398199303365, 2.8962539014222104, 2.420021819173488, 1.6267551523793773, 7.452142323187556, 3.416361478839065, 1.42634870191188, 3.4673762663681127, 2.2079032249735864, 3.2102423762347083, 1.8949301915324728, 3.2430437994174546, 2.62619046875033, 2.741935681346478, 1.9386003731345907, 2.028664719616306, 2.139746902823179, 9.230310052586395, 2.1896086368854033, 1.8206511482593952, 2.471356516407992, 1.7141692532205715, 2.665260755856551, 2.654728482772177, 1.8660841556756154, 1.416367634260439, 3.113652219662601, 3.2459532245855103]",2560830.0
Duke Riley,"[6.758887937857953, 8.36319985175004, 4.349686936259021, 6.93967470921051, 6.008989791224932, 9.770151250370658, 7.2002405351050145, 7.066165932399741, 8.160264491743648, 5.7545863558702175, 3.44595003165154, 8.583413145770994, 7.598219551577617, 6.648894300090566, 10.621771928890611, 12.765302636684678, 5.491449738414142, 2.8485943954397976, 5.131735228617967, 3.8106824478622987, 4.511109910447034, 6.640734716535299, 9.087984497373906, 5.577104075951922]",2557967.0
Hardy Nickerson,"[4.346058560840763, 8.350109940411219, 4.793949880411554, 7.8347403429366285, 8.151513744048438, 5.759008320803511, 4.747620032526279, 9.694597358229075, 6.083454917282869, 7.379005126182589, 6.035698714914572, 11.48080266438323, 6.170206947249201, 10.136320346123133, 4.535577080091529, 9.586805008443637, 9.770867003167757]",2558982.0
Jordan Evans,"[7.469332560645488, 12.331451907879936, 2.2798337907894624, 7.574972781118608, 6.152571306167014, 7.190553713913144, 4.107755175697604, 5.344899735200138]",2558801.0
Vic Beasley,"[6.3582615871628425, 5.694126316896991, 1.3781614492203424, 0.9715639096473533, 6.129308615559403, 5.546146540229951, 1.2190837732914652, 6.4419196252130755, 7.5224603224709785, 4.025640325823831, 5.160742428272739, 5.270123233768373, 6.297327033809923, 3.7587335801067665, 7.775518727491165, 5.396586903435986, 5.208392411019022, 6.395563707229352, 4.700586041422332, 4.059433885633752, 4.03047019344275, 5.727140388743994, 4.942531862173694, 4.220799067813687, 5.714754275519125, 4.794102286266538, 5.412568417456626, 5.719778339637796]",2552301.0
Jordan Richards,"[14.261694703222144, 7.886937380569524, 5.533895505026688, 4.953440419503996, 14.344471377084878, 7.19087753555718]",2552392.0
Foye Oluokun,"[5.106348496379967, 4.468858910256721, 6.124566395264968, 7.490701235977269, 10.02250634784026, 7.2792303076652045, 2.6835279975736737, 2.5355589187812146, 8.837356213819167, 3.2481250595910125, 4.301352489489175, 9.816558266818648]",2561132.0
Tony McRae,"[2.6132960280562783, 6.474062683103059, 2.1667090253937626, 5.599278566735809, 10.137707571818826, 5.774298891887514, 6.552708265362798, 3.6408904692457753, 2.811755282251114]",2556817.0
Clayton Fejedelem,"[38.95750576738939, 52.18891864386889]",2555355.0
M.J. Stewart,"[6.267243271212178, 1.5883643083192083, 2.354214908001144, 3.863523890635708, 3.1236073329981537, 1.5949086302175735, 1.8681582156329628, 2.0477398169923307, 3.1103988856042863, 5.759945337335721, 1.766024710406956, 5.871170250137748, 5.785604067907897]",2560884.0
Brent Grimes,"[7.603810339469782, 3.6603814189771287, 7.392046485154314, 8.956290578446641, 6.795304916520368, 7.587192486542004, 11.323644927877698, 5.432036835779478, 5.481048415911877, 5.3043731361710496, 5.894059973277694, 1.4981771086269775, 10.768479861985275, 7.050577709492093]",2506861.0
Lavonte David,"[8.99735568185787, 6.617409339979892, 4.23361686161957, 1.1814831467829867, 3.036900529883989, 4.780439437362816, 6.1792229641126335, 4.542023399594264, 6.804319446941744, 6.427898343524488, 6.365803215089555, 2.3488197480947037, 6.012286176808436, 9.44416557404653, 1.4072620122295956, 2.531066273480566, 5.255575712713856, 3.142253542121893, 5.759506647262549, 6.831881824106594]",2532828.0
Kwon Alexander,"[6.533062451946985, 6.418712257874779, 6.024597333861995, 4.668812687534352, 9.782092725748582, 6.794418679421957, 10.119161709194156, 6.451978418539413, 7.412232824446239, 6.034063998341107, 8.04780662657325, 8.64788939299438, 5.23006488061892, 9.328370413530997, 6.739755521778995, 4.5668078847255975, 6.3108304722848585, 6.859008506374026, 4.61480935366362, 4.5575024636370856]",2552592.0
Isaiah Johnson,"[17.21101226188972, 15.601303442263367, 17.469277214072044, 5.792756787086896, 7.960136681085904, 17.986127270830067, 18.25944189628383, 4.203308064739656, 12.032267379172264, 6.923734180792585, 15.77054428711154, 3.625171772083437, 3.4360403907309887, 16.574599452348078, 5.753780962033523, 3.0254873109020304, 2.473567724310248, 21.06457578092589, 8.71676684853805, 15.508840689158097]",2556567.0
Justin Evans,"[8.924510166647977, 3.718793632562286, 7.764294695945633, 18.142620857882022, 7.447310689533613, 5.4724442020694815, 8.240614893809749, 5.053305699893675, 18.457561806993116, 11.19976391122673, 6.639430678818607, 19.97966991608779, 18.1487616072718, 17.255515975474395, 14.175115576224762, 4.190329368399647, 19.280757137401803, 8.411196811427992, 14.57347742432132, 6.627883433800709]",2557945.0
Carlton Davis,"[1.5648586881228745, 8.754568616546754, 3.962162629150493, 3.97031627925657, 1.0853442204698232, 2.9117052209247016, 3.3351057107437776, 5.898809509751679, 8.673359211908487, 12.697602586570833, 1.9069078666726407, 1.9208473274213298, 2.1413648785093162, 1.992907211053912, 1.0730810590932995, 2.2453467141461205, 1.6104381032590265]",2561039.0
Adarius Taylor,"[2.329747782891763, 2.314068639261352, 8.131496975355537, 4.433798376468317, 4.314046818248098, 1.5107303911307701, 5.0152786015537565]",2550565.0
Bryce Callahan,"[5.73274209043054, 2.8940054239780637, 3.154151048085464, 2.822078713249335, 5.5429501864726705, 6.2754485879646795, 2.7146216482288605, 3.954565674179909, 5.814514369948973, 4.647733446447163, 7.239071912128077, 4.691809466096222, 3.492377318982941, 2.689259238805605, 10.048657338836854, 5.009119000585833, 1.511067204373017, 4.170532908995581, 6.001163188711728, 7.573958615155431, 2.213718320367684, 2.237091613273273, 12.084231736739907, 4.782759963592783, 4.740944762131933, 6.6132483512610944, 2.9236076944686964, 5.88308700933575]",2553500.0
Danny Trevathan,"[4.016553337334641, 6.992207151151659, 6.833160159337495, 3.672036200277584, 2.3507264405280752, 8.772150409971557, 9.89043152858334, 9.795706646769203, 13.664129613352223, 4.110993984378012, 3.67703526945561, 3.4781180711597766, 5.233566366028894, 5.582456086452839, 4.146340312958689, 3.427253999068873, 5.216997454504822, 5.459899501739468, 5.26002831702806, 5.5735545274614875, 7.905771578398645, 7.899081517956931, 7.629226448550575, 4.086305556338876, 8.72805936153574]",2532961.0
Kyle Fuller,"[10.474443946052242, 9.362550017051715, 1.3304594738522062, 1.508893672822613, 5.025741067174792, 11.379455727205372, 4.284713333994982, 6.973952154947636, 5.3115887948893, 5.554078436843046, 7.347715997555135, 6.4054662044271895, 7.889703128249024, 4.405967622278604, 6.711444249381625, 7.175574435644321, 3.44735799930975, 7.9111999075096655, 7.11776861437018, 6.560468712268161, 1.8486493022956831, 3.456775603381505, 16.21603994120308, 13.067214468697454, 9.170205390404515, 11.37421049353522, 1.0802034174657715, 5.255283325244094, 2.4888743483020184, 8.705041200290617, 6.592731319684993]",2543681.0
Adrian Amos,"[11.56700275222669, 8.352064244285161, 14.165865299955309, 16.515902883980097, 9.45786187623368, 22.394271630449662, 21.632716024174766, 10.797854102593972, 21.05260726180445, 11.673690662996178, 19.044533712031253, 17.833328720205348, 11.38673894941035, 14.44699380429065, 17.574026248196194, 20.857607278095124, 15.191655829873703, 15.372735979616094, 13.524547818507846, 14.231079803209884, 12.467915633067419, 13.152868675926623, 27.43929790189988, 16.230073702521352, 11.959891606463355, 9.635457003824003, 8.36485511120966, 15.903646596287256, 15.034136050094979, 22.670083710384397, 22.893008055337603]",2552385.0
Leonard Floyd,"[5.979036813791089, 6.028277536743884, 2.8267044223244167, 2.6495236783930864, 3.302214719838658, 5.958432807402482, 6.051481073403175, 6.875022643173496, 5.709375820591043, 6.549888232538724, 5.635791277120912, 2.241684136224551, 2.4353734413435424, 3.2739744384540543, 6.227347656699547, 8.886775637354651, 5.663150176798566, 6.865908510462043, 5.257324577933052, 3.023844824734077, 4.4559605488342715, 7.532826164332217, 6.449746671681767, 7.9171673138209995]",2555285.0
Eddie Jackson,"[15.419140620512106, 13.899451159538724, 13.116682629425558, 11.328918382096655, 20.204049572870993, 15.804126372015427, 11.662960093275723, 10.169449695064799, 8.12170518079739, 20.327944069357812, 6.879933589477495, 8.963407365687845, 10.60398530581224, 9.104221496257912, 8.972164468921742, 7.88951421175462, 5.768929729076998, 19.225616661678465, 16.194443382144964, 21.077990198717583, 14.851755016744656, 18.566364573603614, 20.57055364510461, 6.413723548939519, 21.010990803796577, 20.637850893865327, 15.468067637211933, 16.392660897000074]",2558176.0
Roquan Smith,"[6.912603436302195, 7.600078259552607, 4.365724312988383, 4.38203952134879, 8.438678679365346, 11.810315178741137, 8.041185930604486, 8.58415451303139, 11.074625797893619, 3.8512247100075365, 4.912559523694072, 10.12518444695264, 6.777477009310007, 3.096002297251308, 6.326327454074194, 5.198984139494122, 6.396536529061578, 5.522860615000078, 3.255559417837253, 8.37807330769541, 2.4693929846141587, 8.005184112900187, 11.042275828685026, 3.975940229751327, 6.068702838866141, 6.047012155706673, 1.2152505567124927, 3.6564425454242087]",2560877.0
Kevin Toliver,"[8.909688694711528, 5.124123130651346, 4.279948342792191, 6.579077941361985, 10.66286261033102, 4.041096785300137, 7.427308391152348, 6.724488361903319, 8.68120984301955, 5.754639183082083, 1.487353799712284, 1.3141818923638489, 9.182578356253858, 6.737191768398161, 1.982337532511439, 6.053463539210319, 1.632241208616734, 5.0772214263696345, 14.305942054406293, 2.898621077589807, 2.966469051131972, 14.370771802280082, 13.866640445296131]",2560901.0
Sherrick McManis,"[3.9509531610145143, 5.821276716512054, 4.252828185547998, 3.904645682487667, 5.159909031170682]",494289.0
Ryan Smith,"[3.1918974761794563, 2.3069677179817942, 2.21463331715563, 8.42519775223142, 3.7017703338768766, 2.9011660947856526]",2555552.0
Nick Kwiatkoski,"[8.274208407852395, 7.412764449584756, 9.203021325040243, 6.373661839772462, 11.315134069021472]",2555288.0
Marcus Williams,"[8.975797627346337, 5.886416647434035, 6.056866642015613]",2550605.0
Deon Bush,"[17.769401915711093, 4.447120062620972, 9.110423172211716]",2555155.0
DeAndre Houston-Carson,"[8.849878234278393, 4.422693186625956]",2555381.0
Joel Iyiegbuniwe,[7.212133478895415],2560750.0
