name,coverage,nFlId
Tre'Davious White,"[7.858223006981856, 3.243218075183363, 6.708286257509788, 8.140039670062334, 6.276468446474337, 3.6178162535106546, 1.5121566167105938, 6.201077831864611, 2.159256268771808, 5.010494964670265, 1.1992517484724639, 7.6063248496941895, 3.16394717588328, 4.074704127038087, 6.97085055770165, 6.335293379698702, 1.8136968034139256, 6.498002897273042, 3.021573528848899]",2557867.0
Ryan Lewis,"[18.479753007146655, 8.115773126005635, 3.7896756633931887, 2.931054359668158, 8.86789216422265, 6.76521430029646, 3.437642673517712]",2559208.0
Tremaine Edmunds,"[6.175299958429057, 7.361424398696472, 7.553040114576303, 7.931890802029301, 7.300772258824373, 4.709989524778472, 6.732784458620938, 7.594971521515167, 6.544533083717173, 6.272850186427026, 6.923899358219034, 7.247148590018754, 4.935564783582479, 6.848416283960962, 10.2434281133786, 7.773129155929659, 4.037191194077486, 10.78479668919835, 9.839790229667974]",2560713.0
Taron Johnson,"[2.2129577751786496, 3.6888604928251496, 7.550865088561778, 6.766609458081232, 1.5315036489677638, 1.734463020856889, 5.4425078284538255, 5.800775538286976, 3.879477699181632, 7.651538827380032, 3.498262716344485]",2560766.0
Logan Ryan,"[4.982625381238984, 1.370878756883047, 5.247816448298372, 9.278069624880475, 7.385646129437136, 13.860277888496002, 7.035585127083759, 3.613600373246863, 2.6014368458533523, 3.0448500411164887, 6.985002554067694]",2540162.0
Brian Orakpo,"[4.044413600705538, 7.287317639284312, 5.951067066516186, 1.9430506342611134, 6.764523383937038, 4.356576446125449, 6.293604954139429, 3.377872468606061, 3.9433089779227495, 6.440430219419983]",71423.0
Kendrick Lewis,"[1.6672422994718032, 19.807113023092874, 10.850140284926185, 12.347777927594887, 15.401791282812468, 10.846747322853966, 5.3394369998245725, 10.201117631380303, 11.68215566399951, 4.861757596860205, 7.276439050368433, 15.5435917978488, 6.549303028637147]",494277.0
Derrick Morgan,"[6.574172608919673, 1.7992739396339292, 4.65673424484618, 7.090312211416419, 3.591939010119686, 6.717074727661921, 4.767958238039092, 4.60785134567274, 4.6808189596101135, 1.517750009337018]",496828.0
Daren Bates,"[5.402210698052007, 7.761825093220575, 6.278719068582519, 4.513115531588354, 4.89147239479232, 3.688986919364801]",2541539.0
Malcolm Butler,"[6.303993749657279, 3.4759286167299175, 2.0613182339456153, 9.352270083928211, 9.517354486058402, 3.29615074882374, 8.834741033388848, 3.892992767108108, 8.919740222049537, 2.002750194202964, 1.580940178078259]",2550613.0
Kevin Byard,"[20.814000043290992, 6.6765658360980735, 6.854639685489184, 13.27348147355757, 13.24598484220036, 7.589313254786485, 9.991481382363359, 7.9811881012696615, 5.19092193759449, 3.5255604134976877, 6.800327429586882, 2.8322945164591817]",2555158.0
Jayon Brown,"[5.930003767857454, 5.6411010188573565, 5.769299108703373, 9.691032528549595, 5.184352321107724, 6.562862419503606, 2.603888796647874, 8.65803245093516, 2.3018064715598583, 7.579674858212042, 4.100880651504752, 8.209254358595599, 6.395193135618139]",2558005.0
Adoree' Jackson,"[8.242069777736052, 4.457010755733146, 7.913928966480818, 8.9884122980888, 6.050039669447766, 5.83558450832625, 6.333265602063057, 3.4731438311138985, 5.853601830031948, 1.901805935054614, 7.441061848918523]",2558065.0
Harold Landry,"[3.7721108356383364, 5.596785543675709, 3.0085333899467033, 5.433483442504438, 2.1786610736850105, 5.036610717263686, 3.8918049148693776, 4.210906052759728]",2560784.0
Rashaan Evans,"[6.956559583432995, 6.245702075317654, 7.198330317756216, 6.2874552192196616, 7.688492869594711]",2560718.0
Kamalei Correa,"[6.246676087573901, 5.3285852297499, 2.713743188852163]",2555339.0
Phillip Gaines,"[8.431070222372675, 5.32847213127777, 3.0317450459755246, 3.179888840601419, 2.5856147304098003, 3.1608613941670747, 4.020776450844859, 2.739257670967775, 2.396012387936635, 5.200030428289694, 2.4229977717483617, 1.6632373339663273, 5.896470894339415]",2543851.0
Brynden Trawick,[5.202662252576829],2541756.0
Will Compton,"[4.203248550378054, 7.138646498037327]",2540013.0
James Bradberry,"[6.093657946689826, 1.5381767505975363, 7.120584986917089, 1.4792078632755585, 10.067238238329166, 7.207026105006783, 11.9354389146886, 4.377584239991939, 6.699530285490066, 6.991132774326982, 2.001102935459835, 1.387454911413852, 7.074692534094336, 3.516628744830807, 10.531760284674217, 8.320116162486354, 9.023479318772598, 2.4995861983472816, 5.327509639762621, 9.786316618706925, 3.6265019174682616, 7.556138397072277, 8.21366628540502, 9.646801530824696, 1.4901814313835755, 2.785644557319811, 7.002755540395786, 5.430194112819351]",2555175.0
Mike Adams,"[10.319051664546564, 14.390103037188489, 4.400741025508767, 4.996779719708185, 16.40418352673868, 3.793601815060608, 7.296618852656754, 11.009898019740412, 1.5816865772725233, 21.22321740451232, 2.988647078056254, 13.355354219208355, 11.01411265321584, 13.659638035878993, 7.934993526954007, 6.131091110698602, 2.143277344616371, 6.324059631326491, 7.227377622528449, 20.478387762452172, 13.495162834484256, 2.5680037311302892, 1.2417208207507855, 11.538557977976302, 12.69406608869674, 19.685783398889825, 10.689403190127933, 3.2158538453509697]",2505708.0
Luke Kuechly,"[8.552457458434336, 3.6945967314297845, 7.815414125251054, 6.720189367383199, 10.887145259466926, 5.393852574168225, 8.83280478259422, 13.953791506875167, 5.375068310072207, 6.134754713909942, 3.9920568077389023, 4.8308009978428315, 6.198901170152981, 7.113884140292305, 8.576766679887243, 4.811633822714376, 7.095584684482378, 8.72704117901063, 5.154089748996113, 6.0602872410755, 6.768182507577677, 7.182708033619875, 9.079565053916971, 3.255073044842618, 3.8827733247969753, 7.911151793612409, 9.528428351033195, 6.138488105045165]",2533056.0
Eric Reid,"[18.030917186048825, 20.61055683245506, 24.430410145826315, 21.06076540662285, 17.151085215662814, 17.53202609868796, 20.3863404899292, 17.662709839083178, 17.26461460021762, 23.431164810439274, 15.644014442284712, 21.58171844609305, 20.89653114527881, 18.561823297576748, 22.25547635095247, 21.20816435745517, 16.686510626494254, 11.300835760611669, 10.817226187343673, 14.960838175497694, 22.805899015624572, 6.725345414475514, 23.169354303534014, 14.001731953954712, 16.731639933027612, 16.347915625544186]",2540152.0
Shaq Thompson,"[6.356133766721261, 4.8024017772289875, 5.486252908665013, 4.51467132097968, 7.61900706253583, 5.301166008887603, 5.378837119470518, 4.392926917400161, 5.8934306314198945, 3.396773508174589, 2.585993674456346, 9.286937281324818, 5.307945208997348, 10.801967867451507, 8.68135605374174, 5.274924828365601, 8.908280838943474, 7.585837096666131, 6.454835683398481, 5.087845511675442, 4.39494231820329, 4.566758326827141, 5.044595129127868, 7.006234586395296, 4.794521642372546, 10.672080798820618, 5.746125155139629, 6.154586627112436]",2552447.0
David Mayo,"[8.471716258745275, 1.9661010507008085, 7.4494939366326935]",2553441.0
Donte Jackson,"[5.4371317194045, 1.3994214398179317, 8.43386540647232, 11.03347286298485, 9.6582241545546, 7.520647209731329, 7.9711790677180465, 3.1735288999033955, 3.6112809123857192, 8.053513394653915, 7.439765981510833, 9.838813176861644, 5.958127698083002, 3.507605172487871, 6.112155814129604, 4.840229352913388, 7.464324644272681, 5.643044346113927, 5.266408248328395, 7.535550356922876, 6.673853229551896, 4.778241385640707, 7.124907838301091, 8.101031075074333, 6.398847797642135, 3.111259743663987, 5.017846975109687, 7.549091677822784]",2560753.0
Captain Munnerlyn,"[1.2184011483695116, 6.055721158939845, 8.464496622058377, 7.752362365135154, 5.230059855247341, 8.02421404465301, 2.62545175010582, 5.109182645962105, 5.116109373809443, 5.424612841158627, 4.323902956837223, 4.34556082985414, 2.886992149873486, 3.670918197434228, 1.980555997057852, 5.141975798658146, 8.415918389175404, 1.6058455992361065, 3.403565352456593, 2.9143343729598614, 7.583407637850698, 8.626544045730736, 2.0191018596569146]",80668.0
Jermaine Carter,"[1.3292214797532251, 1.8128607374795513, 7.919928728867317, 9.152134748148208, 4.191061318358122, 5.7994916757860455, 4.2140970006162854, 4.586249555139305, 5.417097026211537]",2561093.0
Janoris Jenkins,"[3.623772081544727, 4.372963519161159, 7.19834089280391, 6.41487258872577, 3.453386654481862, 2.324472316656195, 3.885135209382273, 6.246484238202731, 5.022441547105832, 7.803264390263219, 4.098962856131839, 4.302693799507031, 4.8957614267726886, 2.8170093696886767, 5.741626541774276, 7.006382373400404, 3.7883672879020804, 5.366244801484847, 6.407875645306512, 2.117881692741379, 6.03234034686364, 1.9678767246396958, 2.504261127336692, 6.001928313237588, 5.779739861454276]",2532875.0
Michael Thomas,"[14.106002761000166, 4.085315802832806, 16.488809846271945, 2.807891153625401, 15.036339879177186, 11.657322862527266, 1.1334848867244547]",2535687.0
B.W. Webb,"[2.774193538848523, 6.517779537062769, 3.673726771448756, 5.3675586386424525, 6.666224334890112, 3.3727867618900325, 9.603745496699283, 1.9047604211875044, 2.1451160407232597, 3.3987435443184033, 6.42390676947283, 1.989757513350455, 1.6276063351429924, 5.87835917658174, 3.3459236468247697, 3.6466599862022804, 5.00156992688704, 1.7458672197542795, 6.893649723330164, 2.014731480042202, 1.7290143495138666, 9.786425933411156, 1.9231546052804471, 1.5338811867605682]",2539338.0
Alec Ogletree,"[1.6027784495281887, 6.004526367056062, 7.561893100753743, 5.836992042331245, 7.750733432247178, 3.848468909315563, 3.8863919740983293, 5.592236559983059, 1.8177290531900507, 6.917995814382775, 6.6154130828570725, 6.376374916332953, 5.384994882573916, 3.791450829179008, 4.561404079284536, 8.229826514895093, 8.268853627275133, 3.1419200570365913, 1.2747205272861546, 7.684398040157271, 7.2435769859969765, 1.280242193535255, 1.1134527219179806, 7.573084310812783, 1.296360561217504, 6.140580351671484]",2540143.0
Kareem Martin,"[5.83631605846264, 4.56238286407226, 5.722478599489882, 6.378073507801493, 4.911000755342789, 6.743533735680605, 4.839723232688602, 3.124562270200785, 6.290060112490602, 4.772373024631932, 6.626404234642743, 6.736959266432189, 5.385771584943818, 6.597737292914982, 4.961055589722506]",2543738.0
Landon Collins,"[8.02930721239621, 8.921152379546434, 7.986159702745101, 6.947732710725274, 5.185159815692164, 8.602355897950895, 7.617111849097726, 6.139163523551966, 10.690969024317933, 3.240350373972748, 8.506928400532585, 3.645149381096739, 5.649108217714929, 7.510916001658668, 7.764941634064648, 10.472056078080541, 5.292635674433129, 17.859289602262816, 6.3178999468271195, 4.56101761458341, 13.092026566865501, 8.545116689443622, 2.304641019442339, 6.461549010372984, 7.042834446591276, 3.879675744783296]",2552454.0
Curtis Riley,"[14.761044029897535, 11.281039809190958, 19.878924726861904, 9.248982191760636, 16.135972867131354, 15.463618739889197, 18.822499667848447, 18.720512922758243, 14.857285245261163, 17.691716353883496, 13.833263384718588, 15.407621307419454, 17.170507640840928, 16.95294567046978, 15.09626934532463, 12.127093235133565, 16.317595595017988, 15.891436151862116, 17.248002382028442, 18.924981509539872, 10.414266291899846, 17.022510015473838, 13.873664699760614, 6.188341366579549, 17.47827479559429, 19.131127216759303]",2553822.0
Eli Apple,"[5.096390720964531, 1.8963197157553748, 1.7833464194507194, 6.096952868970085, 4.598069185982461, 5.359688831290909, 1.5473599860931067, 2.272286840955185, 5.432762577697328, 1.8884614608277595, 1.6362411367119687, 3.144444701206827, 5.107224962039586, 8.56775724058554, 2.4975742080504544, 5.734275089458026, 1.9067498201683255, 2.053470515086228, 1.7130921622741324, 1.74098305247256, 2.0313570678514514, 1.8627027250200507, 3.7234495411582613, 15.142096978304314, 5.256572685404502, 7.176402582800969]",2555277.0
Lorenzo Carter,"[6.417351131468161, 5.202168572633156, 5.637377895241083, 2.7567605293044033, 8.5310211465656, 5.256069230664936, 4.591927021885999, 5.750388642882942, 6.906120138755696, 3.316139489979024, 1.4141052363559943, 5.413997531158968, 6.457333460349899, 4.964793665969939, 6.491678210000292]",2561015.0
Connor Barwin,"[1.9248950809501917, 1.035263810569998, 6.873126942249523, 4.712852882689992, 6.314899077341414, 6.859600543533249, 4.554293312610694, 3.9868939431694423]",71197.0
Ray-Ray Armstrong,"[5.250011766297024, 9.896872077270539, 4.464086694813536, 7.065822842090144, 6.846626275673143, 4.851593686865387, 6.302289958368976, 5.266971139613229, 2.051853302308384, 8.402819239909636, 9.939224190947563, 5.823984685265834, 5.161123675169386, 7.78512406751453, 6.626657320699979]",2541792.0
Rashaan Gaulden,"[6.459227252205855, 13.816299275774073]",2560775.0
B.J. Goodson,"[13.046199046860865, 6.8116133629923645, 5.1679753752501645, 5.8641005007404985, 4.551295805249633]",2555522.0
Donte' Deayon,"[3.4261733099769067, 4.040397870802765]",2556512.0
Preston Brown,"[6.806370981919652, 9.645976782325496, 9.242432740699549, 6.420392689522323, 6.963298774701757, 12.569376054113201, 6.185199592283805, 5.986267903266198, 5.386192840637367, 5.3046077580288555, 7.726478710056178, 3.0318709559243024, 5.598608245528667, 15.28085810893567, 5.157028648661689, 9.873717053713658]",2543814.0
Vontaze Burfict,"[5.179941629058291, 5.957589110948053, 10.46000236077529, 5.985947824068176, 7.717697539786727, 1.2816512875600419, 7.083430886452601, 8.750776249281575, 5.976744522953663, 3.667441907793057, 5.446229232761314, 10.843017461093613, 6.9079192569947345, 8.305867459884292, 9.516142141707723, 8.55641951883284]",2533058.0
Dre Kirkpatrick,"[5.298957146408073, 5.362859363313621, 1.42229972662274, 5.242413596288792, 4.107208633465847, 3.479385270617292, 1.684304670209133, 4.027352873710589, 6.923323277856303, 1.3215415262752415, 4.443797652799472, 7.922998531599297, 5.106831697857287, 4.284855740588131, 1.123348295979148, 7.858198898004547, 10.332586808151726, 4.731329586433093, 2.3167388848052206, 9.338668158790052, 10.607492834025965, 13.620443003423757, 3.0119496724982695, 2.724829187245751, 7.3978626864740065, 1.9826587855670115, 2.482945692454926, 6.110609799890771, 14.090475914187625, 11.268261142196609]",2533060.0
