,name,reaction_rate,time_to_react
2561149.0,Matthew Adams,"[0.5747499999999999, 0.660377358490566, 0.407037037037037, 0.3451724137931034, 0.3714285714285713, 0.090909090909091]","[0.4, 0.4, 0.0, 0.4, 0.5, 0.2]"
2561155.0,Zaire Franklin,"[0.27249999999999996, 0.660377358490566, 0.407037037037037, 0.2285714285714285, -4.4156597570318725e-18]","[0.8, 0.4, 0.0, 0.2, 0.0]"
2540219.0,J.J. Wilcox,[0.4857142857142857],[0.0]
2539338.0,B.W. Webb,"[0.8214285714285715, 0.3181818181818182, 0.5520689655172413, 0.3444827586206896, 0.4, 0.09571428571428567, 0.20000000000000004, 0.08599999999999997, 0.38461538461538464, 0.3103448275862069]","[1.4000000000000001, 0.1, 0.1, 0.0, 0.0, 0.1, 0.1, 0.0, 0.0, 0.0]"
2561015.0,Lorenzo Carter,"[0.18750000000000008, 0.5520689655172413, 0.3444827586206896, 0.4, 0.7894736842105263, 0.09571428571428567, 0.08599999999999997]","[0.2, 0.1, 0.0, 0.0, 0.1, 0.1, 0.0]"
2558097.0,Ukeme Eligwe,"[0.48514705882352943, 0.3181818181818182]","[1.1, 0.1]"
2558108.0,Nate Hairston,[0.3564285714285714],[0.30000000000000004]
2561017.0,Sean Chandler,[],[]
2532848.0,Tashaun Gipson,"[0.014027777777777702, 0.1782142857142857, 0.5867391304347827, 0.12039999999999995, 0.5187037037037037, 0.3660975609756097, 0.513076923076923, 0.3877551020408163, 0.16346938775510192, 0.5319148936170213]","[0.0, 0.2, 0.2, 0.0, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0]"
2539237.0,D.J. Hayden,"[0.42821428571428566, 0.12039999999999995, 0.7407407407407407, 0.16346938775510192, 0.5319148936170213]","[0.8, 0.0, 0.1, 0.0, 0.0]"
2541162.0,A.J. Bouye,"[0.5215217391304349, 0.37037037037037024, 0.3902439024390244, 0.513076923076923, 0.20454545454545456, 0.16346938775510192]","[0.0, 0.0, 0.2, 0.0, 0.0, 0.0]"
2543711.0,Telvin Smith,"[0.33333333333333326, 0.022954545454545047, 0.10714285714285718, 0.8041304347826086, 0.3204000000000001, 0.44444444444444436, 0.34146341463414637, 0.513076923076923, 0.3877551020408163, 0.4547727272727272, 0.5319148936170213]","[0.0, 0.1, 0.2, 0.0, 0.4, 0.4, 0.0, 0.0, 0.0, 0.8, 0.0]"
2555329.0,Myles Jack,"[0.10033333333333339, 0.5210416666666664, 0.0710714285714286, 0.6086956521739131, 0.20000000000000007, 0.5925925925925926, 0.658780487804878, 0.4897959183673469, 0.20454545454545456, 0.5510204081632651, 0.7446808510638298]","[0.2, 0.1, 0.0, 0.0, 0.1, 0.0, 0.8, 0.2, 0.0, 0.2, 0.5]"
2556711.0,Jarrod Wilson,"[0.4998484848484849, 0.0710714285714286, 0.8476086956521738, 0.12039999999999995, 0.40740740740740733, 0.5121951219512196, 0.513076923076923, 0.3877551020408163, 0.3181818181818182, 0.4489795918367345, 0.5319148936170213]","[1.4000000000000001, 0.0, 0.6000000000000001, 0.0, 0.1, 0.6000000000000001, 0.0, 0.0, 0.6000000000000001, 0.0, 0.0]"
2555280.0,Jalen Ramsey,"[0.42307692307692274, 0.75, 0.5215217391304349, 0.12039999999999995, 0.41487804878048784, 0.6153846153846154, 0.3877551020408163, 0.7045454545454546, 0.4897959183673468, 0.6172340425531915]","[0.6000000000000001, 0.8, 0.0, 0.0, 0.2, 0.30000000000000004, 0.0, 0.1, 0.7000000000000001, 0.4]"
496739.0,Reshad Jones,"[0.46115384615384636, 0.5512244897959183, 0.5622916666666667, 0.5957446808510638, 0.2897368421052631, 0.36934782608695643, 0.48214285714285715, 0.4444444444444444, 0.5557407407407408]","[0.6000000000000001, 0.0, 0.0, 0.1, 0.0, 0.6000000000000001, 0.2, 0.4, 0.2]"
2552317.0,Mike Hull,"[0.4440740740740741, 0.8122916666666665, 0.5957446808510638, 0.777962962962963]","[0.9, 0.6000000000000001, 0.1, 0.2]"
2552434.0,Bobby McCain,"[0.08291666666666697, 0.5622916666666667, 0.6578947368421053, 0.30413043478260865, 0.8214285714285714, 0.1941666666666666, 0.7592592592592593]","[0.30000000000000004, 0.0, 0.6000000000000001, 0.5, 1.5, 0.5, 1.0]"
2558070.0,Raekwon McMillan,"[0.5551851851851853, 0.5512244897959183, 0.6458333333333334, 0.5957446808510638, 0.5789473684210527, 0.6086956521739131, 0.6428571428571429, 0.027777777777777776, 0.6296296296296297]","[0.9, 0.0, 0.30000000000000004, 0.1, 0.5, 1.1, 0.0, 0.0, 0.8]"
2559053.0,Torry McTyer,"[0.5368518518518519, 0.5512244897959183, 0.7916666666666666, 0.5957446808510638, 0.2897368421052631, 0.673913043478261, 0.42857142857142855, 0.4999999999999999, 0.42592592592592593]","[1.0, 0.0, 0.1, 0.1, 0.0, 0.1, 0.0, 0.4, 0.0]"
2560725.0,Minkah Fitzpatrick,"[0.18729166666666708, 0.5512244897959183, 0.5957446808510638, 0.2897368421052631, 0.30413043478260865, 0.5178571428571429]","[0.30000000000000004, 0.0, 0.1, 0.0, 0.6000000000000001, 0.2]"
2560966.0,Jerome Baker,"[0.5622916666666667, 0.5957446808510638, 0.2897368421052631, 0.4780434782608695, 0.5178571428571429, 0.027777777777777776, 0.5001851851851852]","[0.0, 0.1, 0.0, 0.7000000000000001, 0.4, 0.0, 0.2]"
2561147.0,Cornell Armstrong,[0.4660000000000005],[0.1]
2561042.0,Nick DeLuca,"[0.6925641025641025, 0.6530612244897959, 0.20454545454545456]","[0.5, 0.7000000000000001, 0.0]"
2561316.0,Jalen Davis,[],[]
2539334.0,Desmond Trufant,"[0.474615384615384, 0.5265789473684209, 0.7656250000000003, 0.8195081967213114, 0.4576271186440678, 0.7043181818181817, 0.759074074074074, 0.7775925925925926, 0.7858928571428573, 0.8001818181818183, 0.8573469387755102, 0.4642857142857143, 0.2768085106382978, 0.6229508196721312, 0.3727450980392156, 0.45161290322580633, 0.12499999999999994, 0.06896551724137931]","[0.2, 0.0, 3.6, 3.0, 0.0, 0.0, 0.0, 0.6000000000000001, 0.0, 0.30000000000000004, 1.1, 0.0, 0.0, 0.1, 0.0, 0.6000000000000001, 0.2, 0.0]"
2539653.0,Robert Alford,"[0.12531249999999924, 0.05289473684210524, 1.0757575757575746, 0.13114754098360643, 0.4576271186440678, 0.7043181818181817, 0.759074074074074, 0.4588524590163934, 0.574074074074074, 0.7858928571428573, 0.6909090909090909, 0.3471428571428571, 0.6248214285714285, 0.7649019607843137, 0.0970967741935482, -1.7912500000000033, 0.7190625, 0.027777777777777776, 0.14814814814814803, 0.1]","[0.2, 0.0, 0.6000000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.4, 1.2000000000000002, 0.0, 0.0, 0.9, 0.1, 0.4, 0.0]"
2556445.0,Brian Poole,"[0.38599999999999934, 0.15384615384615355, 0.6212121212121238, 0.2622950819672131, 0.4576271186440678, 0.4588524590163934, 0.7858928571428573, 0.6909090909090909, 0.3471428571428571, 0.4642857142857143, 0.2768085106382978, 0.721311475409836, 0.3727450980392156, 0.0970967741935482, -1.7912500000000033, 0.4065625, 0.027777777777777776, 0.06896551724137931, 0.4285714285714284, 0.13043478260869565, 0.4210526315789473]","[0.4, 0.30000000000000004, 1.4000000000000001, 0.5, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.5, 0.1, 0.0, 1.0, 0.0, 0.0]"
2558184.0,Damontae Kazee,"[0.12222222222222201, 0.3066129032258064, 0.6093750000000003, 0.27852459016393416, 0.4576271186440678, 0.7043181818181817, 0.759074074074074, 0.5244262295081966, 0.574074074074074, 0.7858928571428573, 0.6909090909090909, 0.3471428571428571, 0.4642857142857143, 0.2768085106382978, 0.639344262295082, 0.3727450980392156, 0.0970967741935482, -1.7912500000000033, 0.06250000000000003, 0.027777777777777776, 0.06896551724137931, 0.13043478260869565, 0.368157894736842, 0.1]","[0.5, 0.2, 3.6, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0]"
2561132.0,Foye Oluokun,"[0.24999999999999922, 0.368157894736842, 0.5000000000000001]","[0.5, 0.0, 0.7000000000000001]"
2552301.0,Vic Beasley,"[0.5663333333333334, 0.576271186440678, 0.5736065573770491, 0.574074074074074, 0.7858928571428573, 0.6909090909090909, 0.4491836734693877, 0.5535714285714286, 0.6067213114754098, 0.3727450980392156, 0.3870967741935483, 0.06250000000000003, 0.389074074074074, 0.375, 0.368157894736842, 0.1666666666666667]","[1.0, 0.30000000000000004, 0.2, 0.0, 0.0, 0.1, 0.2, 0.0, 0.1, 0.0, 0.6000000000000001, 0.1, 0.6000000000000001, 0.5, 0.0, 0.2]"
2552392.0,Jordan Richards,"[0.7656250000000003, 0.9014754098360654, 0.7043181818181817, 0.3727450980392156, 0.4196774193548386, -1.7912500000000033, 0.13043478260869565]","[3.6, 0.8, 0.0, 0.0, 0.5, 0.0, 0.0]"
2555162.0,Deion Jones,"[0.533, 0.3333333333333335, 0.7656249999999999, 0.45901639344262285, 0.576271186440678, 0.7043181818181817, 0.759074074074074, 0.4588524590163934, 0.574074074074074, 0.6909090909090909, 0.3471428571428571, 0.6248214285714285, 0.34042553191489355, 0.3727450980392156, 0.5483870967741935, -1.7912500000000033, 0.21875000000000003, 0.361111111111111, 0.06896551724137931, 0.13043478260869565, 0.368157894736842, 0.30033333333333334]","[1.4000000000000001, 0.2, 3.6, 0.1, 0.4, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.4, 0.1, 0.0, 0.8, 0.0, 0.4, 0.8, 0.0, 0.0, 0.0, 0.2]"
2555255.0,De'Vondre Campbell,"[0.2058823529411764, 0.7656250000000002, 0.5572131147540983, 0.759074074074074, 0.5408196721311475, 0.574074074074074, 0.8394642857142858, 0.6248214285714285, 0.7540983606557377, -1.7912500000000033, 0.12499999999999994, 0.1391666666666666, 0.27620689655172415, 0.42857142857142844, 0.04347826086956516, 0.13043478260869565]","[0.4, 3.6, 1.1, 0.0, 0.30000000000000004, 0.0, 0.0, 0.5, 0.7000000000000001, 0.0, 0.2, 0.30000000000000004, 0.30000000000000004, 0.7000000000000001, 0.1, 0.0]"
2556443.0,Sharrod Neasman,"[0.4747457627118644, 0.759074074074074, 0.4588524590163934, 0.574074074074074, 0.7858928571428573, 0.6909090909090909, 0.5104081632653061, 0.7448936170212769, 0.6067213114754098, 0.2499999999999999, 0.5175862068965519, 0.23999999999999982, 0.368157894736842, 0.1666666666666667]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.4, 0.1, 0.6000000000000001, 0.7000000000000001, 0.0, 0.0, 0.1]"
2541431.0,Kemal Ishmael,[],[]
2505708.0,Mike Adams,"[0.5132894736842106, 0.45454545454545453, 0.7299999999999999, 0.6831666666666667, 0.62515625, 0.4997368421052631]","[0.1, 0.6000000000000001, 0.0, 0.0, 0.0, 0.0]"
2506352.0,Thomas Davis,"[0.1785714285714284, 0.48484848484848486, 0.5000000000000001, 0.6120408163265305, 0.6831666666666667, 0.6564062499999999, 0.7301587301587301, 0.6666666666666666]","[0.30000000000000004, 0.9, 0.6000000000000001, 1.3, 0.0, 0.2, 0.4, 0.2]"
2533056.0,Luke Kuechly,"[0.36333333333333306, 0.45454545454545453, 0.6120408163265305, 0.7299999999999999, 0.6831666666666667, 0.6875, 0.46047619047619043, 0.6153846153846154, 0.4997368421052631]","[0.0, 0.30000000000000004, 0.2, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0]"
2540152.0,Eric Reid,"[0.2424242424242426, 0.5508163265306122, 0.7299999999999999, 0.6831666666666667, 0.62515625, 0.4126984126984126, 0.6153846153846154]","[0.4, 1.2000000000000002, 0.0, 0.0, 0.0, 0.1, 0.0]"
2560753.0,Donte Jackson,"[0.07107142857142836, 0.33333333333333326, 0.5712244897959183, 0.7299999999999999, 0.6831666666666667, 0.62515625, 0.6153846153846154, 0.6313157894736842]","[0.2, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2561093.0,Jermaine Carter,"[0.3681578947368422, 0.38775510204081626]","[0.6000000000000001, 0.0]"
2555175.0,James Bradberry,"[0.20999999999999977, 0.7959183673469388, 0.8093650793650793, 0.6831666666666667, 0.78140625, 0.3968253968253967, 0.6153846153846154, 0.4997368421052631]","[1.5, 2.1, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0]"
80668.0,Captain Munnerlyn,"[0.7299999999999999, 0.3968253968253967, 0.6153846153846154, 0.4997368421052631]","[0.0, 0.0, 0.0, 0.0]"
2560830.0,Isaiah Oliver,"[0.6153846153846152, 0.2768085106382978, 0.6067213114754098, 0.13043478260869565, 0.368157894736842, 0.5666666666666669]","[1.3, 0.0, 0.1, 0.0, 0.0, 0.1]"
2560775.0,Rashaan Gaulden,"[0.5597999999999995, 0.4997368421052631]","[0.6000000000000001, 0.0]"
2533058.0,Vontaze Burfict,"[0.7164179104477609, 0.13131578947368414, 0.26923076923076916]","[0.4, 0.0, 0.1]"
