,name,reaction_rate,time_to_react
2555528.0,Nick Vigil,"[0.17892857142857138, 0.47826086956521724, 0.8134666666666668, 0.8412698412698413, 0.6417910447761194, 0.5476190476190477, 0.25031249999999994, 0.47058823529411764, 0.5402702702702702, 0.4210526315789473, 0.31218750000000006, 0.1616129032258064, 0.5280555555555555, 0.5666666666666667, 0.3210714285714285, 0.5425714285714286, 0.43718749999999995]","[0.5, 0.5, 0.1, 0.1, 0.4, 0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.30000000000000004]"
2556367.0,William Jackson,"[0.13043478260869565, 0.7634545454545455, 0.56, 0.5774647887323944, 0.8412698412698413, 0.6268656716417912, 0.0353571428571429, 0.25031249999999994, 0.47058823529411764, 0.47368421052631576, 0.36842105263157887, 0.31218750000000006, 0.1616129032258064, 0.5280555555555555, 0.3333333333333333, 0.2, 0.3210714285714285, 0.5425714285714286, 0.18718750000000003]","[0.0, 0.1, 0.0, 0.0, 0.1, 0.6000000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2558982.0,Hardy Nickerson,"[0.5001666666666666, 0.5221739130434782, 0.9294736842105269, 0.6266666666666667, 0.6618309859154928, 0.8412698412698413, 0.28571428571428586, 0.5238095238095238, 0.25031249999999994, 0.47058823529411764, 0.5402702702702702, 0.47368421052631576, 0.36842105263157887, 0.31218750000000006, 0.5280555555555555, 0.2404, 0.3210714285714285, 0.6568571428571428, 0.375]","[0.6000000000000001, 0.4, 0.7000000000000001, 0.4, 0.30000000000000004, 0.1, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.1, 0.6000000000000001]"
2560970.0,Jessie Bates,"[0.5333333333333333, 0.5628125000000002, 0.13043478260869565, 0.9164999999999999, 0.8266666666666667, 0.7040845070422536, 0.8412698412698413, 0.8061194029850746, 0.14249999999999996, 0.5238095238095238, 0.25031249999999994, 0.47058823529411764, 0.5402702702702702, 0.47368421052631576, 0.658157894736842, 0.31218750000000006, 0.5280555555555555, 0.3333333333333333, 0.2, 0.3210714285714285, 0.5425714285714286]","[0.0, 0.0, 0.0, 1.4000000000000001, 1.0, 0.1, 0.1, 1.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2555505.0,Matt Judon,"[0.8165306122448978, 0.407037037037037, 0.1666666666666666, 0.65609375, 0.3786363636363636]","[1.9000000000000001, 0.0, 0.2, 0.8, 0.0]"
2558248.0,Chuck Clark,"[0.407037037037037, 0.3939393939393939, 0.49984375000000003]","[0.0, 0.0, 0.0]"
2533060.0,Dre Kirkpatrick,"[0.6551724137931033, 0.13043478260869565, 0.8730985915492957, 0.8412698412698413, 0.6867164179104478, 0.5357142857142856, 0.5238095238095238, 0.5588235294117647, 0.5402702702702702, 0.6578947368421053, 0.7107894736842105]","[1.0, 0.0, 0.1, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8]"
2558166.0,Tyus Bowser,"[0.6272881355932203, 0.6057575757575757, 0.4636585365853658]","[0.2, 0.0, 0.0]"
2508004.0,Anthony Levine,[0.5695833333333333],[0.9]
2555378.0,Tavon Young,"[0.09999999999999988, 0.6741860465116278, 1.4456028966473393e-18, 0.4239393939393939, 0.6585365853658537, 0.32290322580645164]","[0.1, 0.0, 0.1, 0.0, 0.1, 1.1]"
2558801.0,Jordan Evans,"[0.746268656716418, 0.7142857142857143]","[1.2000000000000002, 0.1]"
2557841.0,Tim Williams,[],[]
2555355.0,Clayton Fejedelem,"[0.7015789473684214, 0.56, 0.5774647887323944, 0.3210714285714285, 0.5425714285714286, 0.18718750000000003]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0]"
2558990.0,Patrick Ricard,[0.4636585365853658],[0.0]
2556817.0,Tony McRae,"[0.5280555555555555, 0.3333333333333333, 0.2, 0.3210714285714285, 0.5425714285714286, 0.18718750000000003]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2560745.0,Sam Hubbard,[0.5247500000000002],[0.30000000000000004]
2539334.0,Desmond Trufant,"[0.7111111111111111, 0.05210526315789468, 0.26368421052631574, 0.423076923076924, 0.16666666666666666, 0.660377358490566, 0.7397999999999999, 0.4511764705882352, -1.8735013540549517e-16]","[0.0, 0.0, 0.1, 0.30000000000000004, 0.1, 1.2000000000000002, 0.0, 0.0, 0.0]"
2539653.0,Robert Alford,"[0.31088888888888894, 0.05210526315789468, 0.26368421052631574, -0.8749999999999992, 0.16666666666666666, 0.35830188679245273, 0.5798000000000001, 0.4705882352941176]","[0.0, 0.0, 0.1, 0.0, 0.1, 0.0, 0.0, 0.1]"
2552392.0,Jordan Richards,"[0.26368421052631574, -0.8749999999999992, 0.1947222222222222, 0.8113207547169812, 0.5798000000000001, 0.4511764705882352, -1.8735013540549517e-16]","[0.1, 0.0, 0.1, 1.2000000000000002, 0.0, 0.0, 0.0]"
2555255.0,De'Vondre Campbell,"[0.05210526315789468, 0.47368421052631576, -0.8749999999999992, 0.8113207547169812, 0.49039215686274507, -1.8735013540549517e-16]","[0.0, 0.30000000000000004, 0.0, 0.1, 0.1, 0.0]"
2557967.0,Duke Riley,"[0.42537037037037023, 0.31526315789473686, 0.26368421052631574, -0.8749999999999992, 0.38888888888888895, 0.641320754716981, 0.5798000000000001, 0.5098039215686274, 0.2508333333333333]","[0.2, 0.1, 0.1, 0.0, 0.5, 0.7000000000000001, 0.0, 0.2, 0.1]"
2561132.0,Foye Oluokun,[0.22222222222222213],[0.0]
2495339.0,Da'Norris Searcy,"[0.2307692307692308, 0.18481481481481485, 0.5384615384615383, 0.375]","[0.2, 0.0, 1.1, 0.1]"
2505708.0,Mike Adams,"[0.11423076923076929, 0.16666666666666616, 0.18481481481481485, 0.11499999999999998, 0.375, 0.1304347826086957, 0.4691836734693877]","[0.0, 0.30000000000000004, 0.0, 0.30000000000000004, 0.1, 0.1, 0.7000000000000001]"
2533056.0,Luke Kuechly,"[0.3073076923076923, 0.375, 0.3146296296296295, 0.08652173913043483, 0.6732653061224488]","[0.0, 0.1, 0.5, 0.0, 0.7000000000000001]"
2552447.0,Shaq Thompson,"[0.2592592592592593, -0.0003846153846153414, 0.375, 0.42836734693877543]","[0.1, 0.0, 0.1, 0.30000000000000004]"
2555175.0,James Bradberry,"[0.49999999999999994, 0.18481481481481485, 0.375, 0.08652173913043483]","[0.5, 0.0, 0.1, 0.0]"
2560753.0,Donte Jackson,"[0.6454838709677417, 0.18481481481481485, -0.0003846153846153414, 0.2962962962962962, 0.08652173913043483]","[0.7000000000000001, 0.0, 0.0, 0.4, 0.0]"
80668.0,Captain Munnerlyn,"[0.3073076923076922, 0.375, 0.08652173913043483]","[0.2, 0.1, 0.0]"
2553441.0,David Mayo,"[0.7142857142857144, 0.18481481481481485, 0.6324489795918367]","[1.3, 0.0, 1.0]"
2543850.0,Ricardo Allen,"[0.37475, 0.05210526315789468, 0.26368421052631574, 0.2952272727272734, 0.16666666666666666, 0.5469811320754717, 0.5798000000000001, 0.4511764705882352, -1.8735013540549517e-16]","[0.5, 0.0, 0.1, 0.0, 0.1, 0.2, 0.0, 0.0, 0.0]"
2552301.0,Vic Beasley,"[0.30000000000000016, 0.26368421052631574, 0.6413207547169811, 0.5798000000000001, -1.8735013540549517e-16]","[0.4, 0.1, 1.0, 0.0, 0.0]"
2556445.0,Brian Poole,"[0.8514814814814815, 0.05210526315789468, -0.8749999999999992, 0.5798000000000001, 0.6666666666666666, -1.8735013540549517e-16]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2558184.0,Damontae Kazee,[0.05210526315789468],[0.0]
2561009.0,Marquis Haynes,[0.7826086956521737],[1.1]
2499257.0,Colin Jones,[0.08652173913043483],[0.0]
2560775.0,Rashaan Gaulden,"[0.4043617021276597, 0.5709523809523809]","[0.1, 0.6000000000000001]"
2558171.0,Corn Elder,[0.050000000000000155],[0.2]
2534741.0,Keith Tandy,[],[]
2539219.0,Blidi Wreh-Wilson,[],[]
79901.0,Vontae Davis,"[0.8743750000000001, 0.3335416666666666, 0.22499999999999995, 0.4378125]","[0.7000000000000001, 0.2, 0.4, 0.1]"
2506268.0,Lorenzo Alexander,"[0.3335416666666666, 0.8551315789473686]","[0.30000000000000004, 0.8]"
2539240.0,Micah Hyde,"[0.9181632653061224, 0.5716071428571426, 0.625, 0.7235526315789474]","[0.8, 0.0, 0.4, 0.0]"
2539290.0,Jordan Poyer,"[0.7753061224489795, 0.12944444444444467, 0.3689473684210524, 0.7395652173913044, 0.4378125, 0.8026315789473685]","[0.1, 0.2, 0.4, 1.8, 0.1, 0.0]"
2543851.0,Phillip Gaines,"[0.5333333333333335, 0.4897959183673469, 0.46666666666666645]","[0.30000000000000004, 0.0, 0.0]"
2557867.0,Tre'Davious White,"[0.4897959183673469, 0.6333333333333333, 0.056111111111110855, 0.4378125]","[0.0, 1.3, 0.1, 0.1]"
2557969.0,Matt Milano,"[0.7346938775510204, 0.028055555555555303, 0.08333333333333333]","[0.6000000000000001, 0.1, 0.2]"
2560713.0,Tremaine Edmunds,"[0.8024418604651161, 0.5918367346938774, 0.4378125, 0.28093749999999995]","[2.1, 0.0, 0.1, 0.2]"
2532861.0,Casey Hayward,"[0.6188095238095238, 0.45161290322580644, 0.7142857142857144, 0.7867999999999999, 0.5714285714285714, 0.33374999999999994, 0.36842105263157887]","[0.1, 1.0, 0.1, 0.0, 0.2, 0.0, 0.0]"
2541958.0,Jahleel Addae,"[0.3831666666666666, 0.14261904761904753, 0.7867999999999999, 0.33374999999999994, 0.36842105263157887]","[0.7000000000000001, 0.0, 0.0, 0.0, 0.0]"
2552296.0,Kyle Emanuel,"[0.4679032258064516, 0.06451612903225812, 0.6858571428571428]","[0.9, 0.2, 1.0]"
2552310.0,Denzel Perryman,"[0.621060606060606, 0.03258064516129031, 0.6858571428571428, 0.36842105263157887]","[1.4000000000000001, 0.2, 1.0, 0.0]"
2556828.0,Trevor Williams,"[0.3168333333333332, 0.8268000000000001, 0.4285714285714286, 0.33374999999999994]","[0.7000000000000001, 0.30000000000000004, 0.2, 0.0]"
2560760.0,Derwin James,"[0.7070731707317072, 0.2583870967741936, 0.7867999999999999, 0.45714285714285713]","[1.8, 0.5, 0.0, 0.4]"
2507644.0,Ramon Humber,"[0.28607142857142864, 0.8814473684210528]","[0.5, 0.7000000000000001]"
2560928.0,Kyzir White,"[0.7502083333333333, 0.5285714285714286, 0.36842105263157887]","[2.0, 0.5, 0.0]"
2550842.0,Adrian Phillips,"[0.17725806451612905, 0.5833333333333334, 0.36842105263157887]","[0.0, 0.6000000000000001, 0.0]"
2556148.0,Jatavis Brown,"[0.620344827586207, 0.7867999999999999, 0.33374999999999994]","[0.2, 0.0, 0.0]"
2557927.0,Desmond King,"[0.7416129032258063, 0.7867999999999999, 0.33374999999999994, 0.36842105263157887]","[0.0, 0.0, 0.0, 0.0]"
2558182.0,Rayshawn Jenkins,[],[]
2507817.0,Rafael Bush,"[0.10016666666666667, 0.4378125, 0.7498684210526316]","[0.2, 0.1, 0.0]"
2560826.0,Uchenna Nwosu,"[0.5714285714285714, 0.36842105263157887]","[0.7000000000000001, 0.0]"
2556652.0,Lafayette Pitts,[],[]
2560818.0,Siran Neal,[],[]
2525323.0,Andrew Sendejo,"[0.19472222222222224, 0.09949999999999995, 0.2731818181818181]","[0.30000000000000004, 0.0, 0.1]"
2540155.0,Xavier Rhodes,"[0.9001249999999998, 0.4999999999999999, 0.09949999999999995, 0.22727272727272718]","[0.7000000000000001, 1.0, 0.0, 0.1]"
2543459.0,Anthony Barr,"[0.515806451612903, 0.09949999999999995, 0.18227272727272723]","[1.0, 0.0, 0.1]"
2552312.0,Eric Kendricks,"[0.5154687499999997, 0.19472222222222224, 0.09949999999999995, 0.3636363636363636]","[1.2000000000000002, 0.5, 0.0, 0.2]"
2552448.0,Trae Waynes,"[0.2272727272727274, 0.3963793103448275, -1.0119220276531375e-18, 0.18227272727272723]","[0.0, 0.6000000000000001, 0.0, 0.1]"
2555177.0,Mackensie Alexander,[0.16666666666666669],[0.30000000000000004]
2532948.0,Harrison Smith,"[0.23196428571428546, -1.0119220276531375e-18, 0.09949999999999995, 0.18227272727272723]","[0.4, 0.0, 0.0, 0.1]"
80431.0,Clay Matthews,"[0.533, 0.5607575757575756, 0.6313157894736843, -2.3418766925686897e-18]","[1.4000000000000001, 0.2, 0.0, 0.1]"
2506789.0,Tramon Williams,"[0.8121875000000002, 0.6515151515151515, 0.5283018867924528, 0.8165, -2.3418766925686897e-18]","[0.5, 0.9, 0.1, 0.0, 0.1]"
2533048.0,Nick Perry,"[0.1176470588235294, 0.8165]","[0.4, 0.0]"
2543470.0,Ha Ha Clinton-Dix,"[0.5909090909090909, 0.5283018867924528, 0.8665, 0.6994999999999999]","[1.2000000000000002, 0.2, 0.2, 0.7000000000000001]"
2555161.0,Blake Martinez,"[0.485, 0.425531914893617, 0.6415094339622641, 0.8165, -2.3418766925686897e-18]","[0.4, 0.30000000000000004, 0.5, 0.0, 0.1]"
2556480.0,Kentrell Brice,"[0.5145714285714286, 0.4242424242424242, 0.41666666666666635, 0.8869811320754717, -2.3418766925686897e-18]","[1.2000000000000002, 0.1, 0.6000000000000001, 1.2000000000000002, 0.1]"
2557996.0,Kevin King,"[0.676470588235294, 0.4393939393939394, 0.6818181818181818, 0.7169811320754716]","[0.30000000000000004, 0.2, 1.2000000000000002, 0.1]"
2560952.0,Jaire Alexander,"[0.09677419354838704, -2.3418766925686897e-18]","[0.30000000000000004, 0.1]"
2555160.0,Antonio Morrison,[0.49056603773584906],[0.0]
2556537.0,Reggie Gilbert,"[0.2118181818181815, 0.660566037735849]","[0.5, 0.5]"
2555340.0,Kyler Fackrell,[],[]
2560755.0,Josh Jackson,[],[]
2552697.0,Jermaine Whitehead,[0.15307692307692314],[0.2]
2495170.0,Davon House,"[0.36318181818181816, -2.3418766925686897e-18]","[0.6000000000000001, 0.1]"
2534567.0,Korey Toomer,[0.13590909090909098],[0.4]
2560746.0,Mike Hughes,[0.03807692307692298],[0.0]
2555156.0,Jayron Kearse,[],[]
494261.0,Kurt Coleman,"[0.40567567567567564, 0.6779661016949152, 0.32745454545454544, 0.5238095238095237, 0.4444444444444444]","[0.0, 0.1, 0.0, 0.9, 0.2]"
2533008.0,Demario Davis,"[0.5135135135135135, 0.7966101694915254, 0.32745454545454544, 0.5959574468085106, 0.7271212121212121, 0.7636363636363637, 0.3827659574468084]","[0.4, 0.4, 0.0, 1.1, 0.4, 0.0, 0.5]"
2539277.0,Manti Te'o,"[0.5853658536585366, 0.4594594594594595, 0.32745454545454544, 0.6170212765957447, 0.7681159420289855, 0.7409259259259259, 0.6348076923076923, 0.681304347826087]","[0.1, 0.1, 0.0, 1.1, 0.0, 0.0, 0.0, 0.6000000000000001]"
2556735.0,Ken Crawley,"[0.29545454545454514, 0.5833333333333334, 0.8292682926829268, 0.40567567567567564, 0.6779661016949152, 0.6595744680851063, 0.7681159420289855, 0.6664583333333333, 0.8484848484848485, 0.7636363636363637, 0.8705555555555555, 0.8271153846153846, 0.576271186440678, 0.5363768115942029, 0.6612903225806451, 0.5572131147540983, 0.09571428571428524]","[0.7000000000000001, 0.6000000000000001, 0.2, 0.0, 0.1, 0.1, 0.0, 0.0, 1.1, 0.0, 0.30000000000000004, 0.6000000000000001, 0.5, 0.0, 0.4, 0.1, 0.1]"
2558061.0,Marshon Lattimore,"[0.5665555555555551, 0.14562500000000003, 0.40567567567567564, 0.6779661016949152, 0.32745454545454544, 0.5321276595744681, 0.7681159420289855, 0.6664583333333333, 0.8331818181818181, 0.7636363636363637, 0.7409259259259259, 0.6348076923076923, 0.6103389830508475, 0.7681159420289855, 0.375, 0.5806451612903226, 0.5409836065573771, 0.19127659574468078, 0.2775000000000001]","[1.3, 0.0, 0.0, 0.1, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0]"
2558847.0,Marcus Williams,"[0.25569767441860436, 0.6458333333333331, 0.3595999999999998, 0.40567567567567564, 0.711864406779661, 0.7272727272727274, 0.6595744680851063, 0.7681159420289855, 0.6664583333333333, 0.696969696969697, 0.7636363636363637, 0.777962962962963, 0.6348076923076923, 0.4915254237288136, 0.5652173913043478, 0.375, 0.5806451612903226, 0.5901639344262295, 0.19127659574468078, 0.5517241379310341, 0.2775000000000001]","[0.5, 0.7000000000000001, 0.5, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.1, 0.1, 0.0, 0.0, 0.2, 0.0, 0.2, 0.0]"
2543637.0,Terrance Mitchell,"[1.0935937499999997, 0.4476315789473684, 0.20024999999999996, 0.6153846153846152, 0.36842105263157887, 0.681969696969697, 0.7194736842105263, 0.7571428571428571, 0.6545454545454545, 0.7068965517241379, 0.770327868852459, 0.6498333333333334, 0.4149056603773584, 0.6614516129032257, 0.6982539682539681, 0.6391803278688525, 0.609375, 0.6419402985074627, 0.75015625]","[1.5, 0.0, 0.0, 0.6000000000000001, 0.0, 0.9, 0.0, 0.1, 0.2, 0.9, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2]"
2550164.0,T.J. Carrie,"[0.7427142857142854, 0.42499999999999993, 0.6516666666666667, 0.7454545454545455, 0.6498333333333334, 0.811320754716981, 0.6391803278688525, 0.9026388888888888, 0.6419402985074627]","[0.6000000000000001, 0.2, 0.5, 0.6000000000000001, 0.0, 0.0, 0.0, 0.9, 0.1]"
2552389.0,Damarious Randall,"[0.6519565217391303, 0.5792105263157894, 0.5, 0.26903846153846145, 0.36842105263157887, 0.7571428571428571, 0.6183636363636363, 0.603448275862069, 0.770327868852459, 0.5636363636363636, 0.6498333333333334, 0.6035849056603774, 0.6614516129032257, 0.6982539682539681, 0.6391803278688525, 0.7916666666666666, 0.609375, 0.7613432835820895, 0.6875]","[0.0, 0.0, 0.9, 0.2, 0.0, 0.1, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.4, 0.0]"
2555166.0,Joe Schobert,"[0.40306451612903277, 0.3151851851851853, 0.28260869565217367, 0.4476315789473684, 0.20024999999999996, 0.3651923076923076, 0.36842105263157887, 0.41935483870967744, 0.5909090909090909, 0.7194736842105263, 0.7571428571428571, 0.5172413793103448, 0.8360655737704918, 0.5820000000000001, 0.6498333333333334, 0.35830188679245273, 0.7903225806451613, 0.7301587301587301, 0.6391803278688525, 0.7359722222222222, 0.765625, 0.6867164179104476, 0.6875]","[0.1, 0.8, 0.0, 0.0, 0.0, 0.2, 0.0, 0.4, 1.0, 0.0, 0.1, 0.0, 0.5, 0.1, 0.0, 0.5, 0.1, 0.2, 0.0, 0.1, 0.1, 0.2, 0.0]"
2557980.0,Jabrill Peppers,"[0.5623437500000015, 0.36842105263157887, 0.8857142857142857, 0.6183636363636363, 0.770327868852459, 0.8727272727272727, 0.6498333333333334, 0.9243396226415094, 0.765625, 0.6419402985074627, 0.75015625]","[0.0, 0.0, 0.1, 0.0, 0.0, 1.2000000000000002, 0.0, 0.5, 0.7000000000000001, 0.1, 0.4]"
2560916.0,Denzel Ward,"[0.7002499999999999, 0.2307692307692307, 0.3199999999999999, 0.5161290322580645, 0.40909090909090906, 0.7194736842105263, 0.7571428571428571, 0.6183636363636363, 0.793103448275862, 0.770327868852459, 0.6, 0.24528301886792447, 0.6774193548387096, 0.7301587301587301, 0.9305555555555556, 0.6875, 0.6875]","[0.9, 0.2, 0.0, 0.7000000000000001, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.30000000000000004, 0.30000000000000004, 0.0]"
2560964.0,Genard Avery,"[0.5804838709677426, 0.2307692307692307, 0.47368421052631576, 0.5909090909090909, 0.843, 0.763818181818182, 0.770327868852459, 0.6875]","[0.4, 0.2, 0.1, 0.5, 0.2, 0.7000000000000001, 0.0, 0.0]"
2539311.0,Jamie Collins,"[0.08928571428571429, 0.6519565217391303, 0.4476315789473684, 0.6153846153846154, 0.36842105263157887, 0.37112903225806454, 0.7571428571428571, 0.7638181818181817, 0.5172413793103448, 0.8195081967213114, 0.6, 0.6498333333333334, 0.8550000000000001, 0.6391803278688525, 0.75, 0.609375, 0.6419402985074627, 0.6875]","[0.1, 0.0, 0.0, 1.1, 0.0, 0.2, 0.1, 0.5, 0.0, 0.2, 0.1, 0.0, 0.6000000000000001, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0]"
2508084.0,Patrick Robinson,"[0.6739534883720932, 0.45812499999999984, 0.6587804878048782, 0.7497916666666667, 0.7289830508474576, 0.5833333333333334, 0.5806451612903226, 0.6555737704918032, 0.5529787234042552, 0.5952380952380951, 0.2775000000000001]","[1.0, 0.2, 2.0, 0.30000000000000004, 0.2, 0.7000000000000001, 0.0, 0.1, 0.1, 0.1, 0.0]"
2539982.0,A.J. Klein,"[0.2724999999999996, 0.4997916666666666, 0.6950847457627118, 0.32745454545454544, 0.44680851063829785, 0.6969696969696971, 0.8365454545454546, 0.4377083333333333, 0.23382978723404244, 0.5002380952380951, 0.2775000000000001]","[0.7000000000000001, 0.6000000000000001, 0.0, 0.0, 0.5, 0.1, 0.1, 0.30000000000000004, 0.2, 0.0, 0.0]"
2555530.0,Vonn Bell,"[0.47450000000000025, 0.1666666666666667, 0.41487804878048773, 0.7681159420289855, 0.6664583333333333, 0.7424242424242424, 0.8545454545454545, 0.7409259259259259, 0.6348076923076923, 0.4576271186440678, 0.7101449275362319, 0.8127083333333335, 0.6290322580645161, 0.7540983606557377, 0.48914893617021266, 0.400333333333333, 0.2775000000000001]","[0.7000000000000001, 0.2, 1.1, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.6000000000000001, 1.0, 0.30000000000000004, 0.30000000000000004, 0.9, 0.30000000000000004, 0.0]"
2555540.0,Derrick Kindred,"[0.4476315789473684, 0.20024999999999996, 0.36842105263157887, 0.5, 0.500151515151515, 0.7194736842105263, 0.5518965517241379, 0.6614516129032257, 0.6982539682539681, 0.6391803278688525, 0.7081944444444445]","[0.0, 0.0, 0.0, 0.4, 0.4, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0]"
2556489.0,James Burgess,"[0.08712499999999994, 0.4476315789473684, 0.2113461538461538, 0.5526315789473684, 0.4801999999999998, 0.7096774193548387, 0.7194736842105263, 0.7571428571428571, 0.6183636363636363, 0.6729090909090909, 0.6982539682539681, 0.6875]","[0.2, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.1, 0.0, 0.30000000000000004, 0.0, 0.0]"
2558163.0,Alex Anzalone,"[0.691923076923077, 0.7681159420289855, 0.6664583333333333, 0.8331818181818181, 0.7409259259259259, 0.6348076923076923, 0.6610169491525424, 0.6376811594202898, 0.375, 0.6774193548387096, 0.6721311475409836, 0.23382978723404244]","[2.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.4, 0.0, 0.4, 0.1, 0.2]"
2556475.0,Briean Boddy-Calhoun,"[0.6354166666666666, 0.4517741935483871, 0.40909090909090906, 0.7194736842105263]","[0.0, 0.5, 0.0, 0.0]"
2552484.0,P.J. Williams,"[0.9585416666666663, 0.2775000000000001]","[1.1, 0.0]"
2495343.0,Buster Skrine,"[0.4433333333333336, 0.4841935483870968, -1.7326666666666644, 0.8725531914893622]","[0.7000000000000001, 0.9, 0.0, 0.5]"
2532877.0,Trumaine Johnson,"[0.3039130434782609, 0.543695652173913, -0.3413157894736823, 0.7661702127659575, 0.8087234042553193]","[0.0, 0.4, 0.1, 1.6, 0.2]"
2533059.0,Morris Claiborne,"[0.3697826086956521, 0.03225806451612903, -1.7326666666666644, 0.3406382978723404, 0.17042553191489357]","[0.1, 0.1, 0.0, 0.1, 0.2]"
