,name,reaction_rate,time_to_react
2534830.0,Tavon Wilson,"[0.9996874999999998, 0.12090909090909081, 0.33333333333333326, 0.4857142857142857, 0.2592592592592593, 0.5405405405405406]","[1.5, 0.0, 0.0, 0.5, 0.4, 1.7000000000000002]"
2535609.0,DeShawn Shead,"[0.33333333333333326, 0.1428571428571429, 0.1997777777777777, 0.2768085106382978, 0.2763829787234042, 0.03740740740740737, 0.02729729729729727, 0.6662962962962964]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.0, 0.0, 0.6000000000000001]"
2543872.0,Nevin Lawson,"[0.7875757575757575, 0.12090909090909081, 0.6947222222222222, 0.03413793103448264, 0.8, 0.1997777777777777, 0.7023404255319149, 0.6593617021276597, 0.03740740740740737, 0.7333333333333333, 0.6296296296296297]","[0.1, 0.0, 0.1, 0.0, 1.2000000000000002, 0.0, 0.4, 1.0, 0.0, 0.0, 1.0]"
2550572.0,Christian Jones,"[0.5571153846153847, 0.8514814814814818, 0.2118181818181818, 0.33333333333333326, 0.8, 0.24422222222222217, 0.3402127659574468, 0.4444444444444443, 0.2975675675675675, 0.7333333333333333]","[1.1, 0.9, 0.1, 0.0, 1.6, 0.0, 0.30000000000000004, 0.1, 0.7000000000000001, 0.0]"
2552262.0,Quandre Diggs,"[0.5663333333333331, 0.12090909090909081, 0.03413793103448264, 0.1997777777777777, 0.5959574468085106, 0.4465957446808511, 0.03740740740740737, 0.32432432432432434, 0.7333333333333333, 0.25925925925925924]","[0.4, 0.0, 0.0, 0.0, 0.4, 0.5, 0.0, 0.7000000000000001, 0.0, 0.0]"
2556641.0,Romeo Okwara,"[0.6425, 0.2380952380952378, 0.18181818181818174, 0.33333333333333326, 0.03413793103448264, 0.2574285714285714, 0.5997777777777779, 0.6597872340425531, 0.6170212765957447, 0.25925925925925924]","[1.6, 0.4, 0.1, 0.0, 0.0, 0.30000000000000004, 0.30000000000000004, 1.1, 1.0, 0.0]"
2557855.0,Jarrad Davis,"[0.8064516129032258, 0.4995454545454543, 0.3333333333333332, 0.33333333333333326, 0.03413793103448264, 0.5142857142857142, 0.3553333333333333, 0.46808510638297873, 0.4253191489361702, 0.02729729729729727, 0.7333333333333333, 0.3333333333333333]","[0.2, 0.7000000000000001, 0.5, 0.0, 0.0, 0.2, 0.30000000000000004, 0.6000000000000001, 0.5, 0.0, 0.0, 0.2]"
2543869.0,Devon Kennard,"[0.47619047619047583, 0.3633333333333333, 0.33333333333333326, 0.03413793103448264, 0.4285714285714286, 0.26644444444444443, 0.3617021276595745, 0.3402127659574468, 0.25925925925925924, 0.5945945945945945, 0.7333333333333333, 0.25925925925925924]","[1.7000000000000002, 0.5, 0.0, 0.0, 0.8, 0.30000000000000004, 0.30000000000000004, 0.30000000000000004, 0.4, 0.6000000000000001, 0.0, 0.0]"
2532961.0,Danny Trevathan,"[0.46076923076923093, 0.7252500000000001, 0.34210526315789475, 0.39024390243902435, 0.8232352941176471, 0.08823529411764706, 0.44862068965517227, 0.36363636363636365, 0.5945945945945946, 0.32290322580645153, 0.5879411764705882, 0.2972972972972973, 0.5897435897435899, 0.3139999999999999, 0.29382352941176487, 0.3874193548387097, 0.03740740740740737]","[0.1, 0.1, 0.1, 0.30000000000000004, 1.3, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.30000000000000004, 0.6000000000000001, 0.0]"
2543681.0,Kyle Fuller,"[0.09406249999999991, 0.625, 0.34210526315789475, 0.7647058823529411, 0.08823529411764706, 0.2413793103448275, 0.2727272727272727, 0.6002857142857143, 0.5945945945945946, 0.2972972972972973, 0.08048387096774189, 0.3139999999999999, 0.03225806451612903, 0.03740740740740737]","[0.2, 0.1, 0.1, 1.4000000000000001, 0.0, 0.7000000000000001, 0.0, 1.1, 0.0, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0]"
2552385.0,Adrian Amos,"[0.7996000000000001, 0.4548484848484848, 0.625, 0.34210526315789475, 0.3168292682926828, 0.5879411764705883, 0.1473529411764706, 0.0003448275862068581, 0.2727272727272727, 0.28571428571428575, 0.5945945945945946, 0.32290322580645153, 0.5879411764705882, 0.2972972972972973, 0.6002857142857142, 0.3139999999999999, 0.03225806451612903, 0.03740740740740737]","[0.30000000000000004, 0.7000000000000001, 0.1, 0.1, 0.0, 1.2000000000000002, 0.2, 0.2, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.2000000000000002, 0.0, 0.1, 0.0]"
2553500.0,Bryce Callahan,"[0.14777777777777754, 0.3033333333333333, 0.625, 0.3168292682926828, 0.23529411764705882, 0.5175862068965519, 0.5229545454545454, 0.6285714285714287, 0.5945945945945946, 0.32290322580645153, 0.5879411764705882, 0.2972972972972973, 0.3529411764705883, 0.6568571428571427, 0.19949999999999998, 0.03225806451612903, 0.03740740740740737]","[0.4, 0.7000000000000001, 0.1, 0.0, 0.30000000000000004, 0.5, 0.7000000000000001, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0, 0.6000000000000001, 0.2, 0.1, 0.0]"
2555285.0,Leonard Floyd,"[0.051578947368421224, 0.35294117647058815, 0.34210526315789475, 0.2055882352941177, 0.1473529411764706, 0.10379310344827576, 0.2727272727272727, 0.5945945945945946, 0.32290322580645153, 0.5879411764705882, 0.2972972972972973]","[0.2, 0.7000000000000001, 0.1, 0.1, 0.2, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0]"
2558176.0,Eddie Jackson,"[0.016290322580645014, 0.625, 0.34210526315789475, 0.6095121951219511, 0.3235294117647058, 0.17647058823529407, 0.4486206896551723, 0.3411363636363637, 0.4285714285714287, 0.5945945945945946, 0.45161290322580644, 0.5879411764705882, 0.40567567567567564, 0.17203125, 0.3139999999999999, 0.34210526315789486, 0.03225806451612903, 0.03740740740740737]","[0.1, 0.1, 0.1, 0.0, 0.6000000000000001, 0.30000000000000004, 0.4, 0.2, 0.5, 0.0, 0.2, 0.0, 0.4, 0.4, 0.0, 0.1, 0.1, 0.0]"
2560877.0,Roquan Smith,"[0.31473684210526337, 0.22249999999999984, 0.625, 0.5526315789473684, 0.3168292682926828, 0.4997058823529412, 0.5588235294117647, 0.48275862068965525, 0.40931818181818175, 0.8288571428571428, 0.32290322580645153, 0.5879411764705882, 0.4867567567567568, 0.5280555555555557, 0.3139999999999999, 0.4719444444444444, 0.1935483870967742, 0.03740740740740737]","[0.1, 0.5, 0.1, 0.5, 0.0, 0.8, 0.6000000000000001, 0.30000000000000004, 0.5, 1.0, 0.0, 0.0, 0.4, 1.4000000000000001, 0.0, 0.6000000000000001, 0.30000000000000004, 0.0]"
2495108.0,Prince Amukamara,"[0.658157894736842, 0.5002631578947367, 0.3168292682926828, 0.22857142857142856, 0.5945945945945946, 0.32290322580645153, 0.5879411764705882, 0.5897435897435899, 0.3139999999999999, 0.2261290322580645, 0.18518518518518515]","[1.4000000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.1, 0.4]"
2557955.0,Teez Tabor,[0.7333333333333333],[0.0]
2560913.0,Tracy Walker,"[0.3831914893617021, 0.25925925925925924]","[0.4, 0.0]"
494289.0,Sherrick McManis,"[0.3548387096774198, 0.03740740740740737]","[0.30000000000000004, 0.0]"
2533060.0,Dre Kirkpatrick,"[0.4392682926829268, 0.3, 0.4999999999999997, 0.028055555555555303, 0.16666666666666666]","[0.1, 0.0, 1.6, 0.1, 0.0]"
2539233.0,Shawn Williams,"[0.4392682926829268, 0.36700000000000005, 0.5719047619047617, 0.16666666666666666, 0.11138888888888883, 0.24242424242424243, 0.6063636363636363]","[0.1, 0.2, 0.2, 0.0, 0.0, 0.1, 0.4]"
2543814.0,Preston Brown,"[0.6585365853658536, 0.3, 0.7391304347826086, 0.16666666666666666, 0.3639393939393939, 0.3338095238095238, 0.24242424242424243]","[0.1, 0.0, 1.9000000000000001, 0.0, 0.30000000000000004, 0.1, 0.1]"
2555355.0,Clayton Fejedelem,[0.11833333333333351],[0.30000000000000004]
2556367.0,William Jackson,"[0.7220370370370374, 0.4666666666666667, 0.3338095238095238]","[1.0, 0.5, 0.1]"
2560970.0,Jessie Bates,"[0.14285714285714277, 0.04347826086956516, 0.4634146341463414, 0.3, 0.0947619047619049, 0.42105263157894723, 0.16666666666666666, 0.29411764705882354, 0.33333333333333326, 0.3338095238095238, 0.24242424242424243]","[0.2, 0.1, 0.1, 0.0, 0.1, 0.4, 0.0, 0.30000000000000004, 0.2, 0.1, 0.1]"
2558801.0,Jordan Evans,"[0.7147619047619047, 0.8051219512195121, 0.3, 0.8566666666666668, 0.31772727272727275, 0.16666666666666666, 0.5154545454545454, 0.3809523809523809, 0.3639393939393939]","[0.8, 0.30000000000000004, 0.0, 1.7000000000000002, 0.4, 0.0, 0.30000000000000004, 0.2, 0.0]"
2560839.0,Darius Phillips,"[0.6399999999999999, 0.731951219512195, 0.3, 0.5789473684210524, 0.24242424242424243, 0.3338095238095238, 0.24242424242424243]","[1.0, 0.1, 0.0, 0.5, 0.1, 0.1, 0.1]"
2533008.0,Demario Davis,"[0.6429999999999999, 0.33357142857142846]","[1.9000000000000001, 0.0]"
2539982.0,A.J. Klein,"[0.5997142857142855, 0.4285714285714284]","[0.0, 0.30000000000000004]"
2555277.0,Eli Apple,"[0.8997499999999998, 0.4548484848484852]","[0.0, 0.0]"
2555530.0,Vonn Bell,[0.6027941176470586],[0.2]
2558061.0,Marshon Lattimore,[0.5970833333333333],[0.2]
2558847.0,Marcus Williams,"[0.9471052631578948, 0.2857142857142857]","[0.1, 0.2]"
2552484.0,P.J. Williams,[],[]
494261.0,Kurt Coleman,[0.1802],[0.1]
2558163.0,Alex Anzalone,"[0.4374999999999998, 0.6669999999999999, 0.36]","[0.0, 1.5, 0.4]"
2555547.0,KeiVarae Russell,"[0.4444444444444444, 0.3338095238095238, 0.24242424242424243]","[1.6, 0.1, 0.1]"
2507843.0,Vincent Rey,"[0.17647058823529402, 0.24242424242424243]","[0.30000000000000004, 0.1]"
2533542.0,Josh Robinson,"[0.17892857142857146, 0.5801999999999999]","[0.5, 1.1]"
2541192.0,Chris Banjo,"[0.379310344827586, 0.30000000000000004]","[1.1, 0.6000000000000001]"
2556735.0,Ken Crawley,[0.16],[0.0]
2532431.0,Craig Robertson,[0.16],[0.0]
2559181.0,Justin Hardee,[0.2790697674418606],[0.5]
2539653.0,Robert Alford,"[0.7548181818181819, 0.11627906976744176, 0.8117391304347826, 0.8369387755102042, 0.34042553191489316, 0.27979999999999994, 0.05405405405405406, 0.803392857142857, 0.6039583333333333, 0.8910909090909092, 0.7452727272727274]","[0.1, 0.0, 0.30000000000000004, 1.5, 0.2, 0.0, 0.1, 1.0, 0.0, 2.6, 1.9000000000000001]"
2552392.0,Jordan Richards,"[0.74, 0.5178571428571428]","[0.0, 0.1]"
2555255.0,De'Vondre Campbell,"[0.27272727272727254, 0.67875, 0.11627906976744176, 0.15789473684210517, 0.7502272727272726, 0.4545454545454545, 0.6247916666666665, 0.5454545454545454, 0.5816363636363636]","[0.4, 0.2, 0.0, 0.4, 0.1, 0.4, 0.1, 1.3, 0.9]"
2557967.0,Duke Riley,"[0.27272727272727254, 0.6122448979591837, 0.5, 0.49982142857142847, 0.7916666666666666, 0.028285714285714192]","[0.4, 0.6000000000000001, 0.4, 0.0, 0.30000000000000004, 0.0]"
2558184.0,Damontae Kazee,"[0.041666666666666526, 0.7142857142857143, 0.16279069767441853, 0.36755102040816323, 0.5909090909090909, 0.8445555555555557, 0.27979999999999994, 0.05405405405405406, 0.49982142857142847, 0.6247916666666665, 0.32727272727272727, 0.32727272727272727, 0.11399999999999998]","[0.0, 1.1, 0.2, 0.0, 0.4, 0.1, 0.0, 0.1, 0.0, 0.1, 0.6000000000000001, 0.2, 0.2]"
2561132.0,Foye Oluokun,"[0.5716326530612245, 0.23255813953488363, 0.5918367346938775, 0.5, 0.47980000000000006, 0.6486486486486486, 0.5274545454545454, 0.5270909090909092, 0.11399999999999998]","[1.5, 0.4, 0.6000000000000001, 0.4, 0.0, 1.4000000000000001, 0.9, 0.7000000000000001, 0.30000000000000004]"
2550164.0,T.J. Carrie,"[0.5196000000000002, 0.11074074074074061, 0.37171428571428566, 0.6304347826086957, 0.5, 0.5142857142857142, 0.8157894736842105, 0.6382978723404255, 0.5399999999999999, 0.425531914893617, 0.3793103448275862, 0.04627906976744178, 0.5954761904761904, 0.4512903225806451, 0.5714285714285714, 0.8478260869565217, 0.6, 0.6976744186046512, 0.47524999999999995, 0.52525, 0.666875, 0.4862162162162162, 0.29243902439024383, 0.40540540540540543, 0.5918367346938775, 0.5712244897959184, 0.21428571428571427, 0.6202]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.2, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.2, 0.6000000000000001, 0.7000000000000001, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
2552389.0,Damarious Randall,"[0.11111111111111122, 0.11074074074074061, 0.5145714285714286, 0.6089130434782608, 0.5, 0.5142857142857142, 0.47368421052631576, 0.5529787234042552, 0.4, 0.813953488372093, 0.425531914893617, 0.3793103448275862, 0.7674418604651163, 0.5954761904761904, 0.5161290322580645, 0.5263157894736841, 0.6, 0.5918367346938775, 0.5869565217391305, 0.36, 0.4883720930232558, 0.2749999999999999, 0.52525, 0.666875, 0.4862162162162162, 0.29243902439024383, 0.40540540540540543, 0.5918367346938775, 0.5712244897959184, 0.21428571428571427, 0.6202, 0.3431428571428571]","[0.2, 0.0, 0.5, 0.1, 0.0, 0.0, 0.5, 0.1, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.30000000000000004, 0.2, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1]"
2555166.0,Joe Schobert,"[0.11074074074074061, 0.37171428571428566, 0.7610869565217391, 0.625, 0.6808510638297872, 0.6976744186046512, 0.6379310344827587, 0.4651162790697671, 0.5954761904761904, 0.4512903225806451, 0.5789473684210525, 0.5, 0.7959183673469388, 0.717608695652174, 0.40540540540540543, 0.5918367346938775, 0.5712244897959184, 0.21428571428571427, 0.6202, 0.3431428571428571]","[0.0, 0.0, 0.6000000000000001, 0.1, 0.5, 0.8, 0.0, 0.2, 0.0, 0.0, 1.4000000000000001, 0.0, 0.9, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1]"
2557980.0,Jabrill Peppers,"[0.5142857142857142, 0.3160526315789473, 0.5104255319148935, 0.4, 0.425531914893617, 0.5954761904761904, 0.4512903225806451, 0.23710526315789474, 0.6, 0.5714285714285714, 0.673913043478261, 0.52525, 0.8125, 0.40540540540540543, 0.5918367346938775, 0.5712244897959184, 0.21428571428571427, 0.6202, 0.3431428571428571]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6000000000000001, 0.0, 0.0, 0.6000000000000001, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1]"
2558289.0,Tanner Vallejo,"[0.8177272727272726, 0.4070370370370369, 0.37171428571428566, 0.5, 0.5142857142857142, 0.39473684210526316, 0.813953488372093, 0.421315789473684, 0.4883720930232558, 0.2749999999999999, 0.52525, 0.7710416666666667, 0.5945945945945946, 0.3656097560975609]","[1.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.7000000000000001, 1.0, 0.0, 0.0, 0.1, 0.30000000000000004, 0.30000000000000004, 0.2]"
2560916.0,Denzel Ward,"[0.05500000000000011, 0.11074074074074061, 0.37171428571428566, 0.6089130434782608, 0.55, 0.5104255319148935, 0.4, 0.3953488372093023, 0.6170212765957446, 0.931206896551724, 0.6741860465116278, 0.5954761904761904, 0.4512903225806451, 0.13157894736842102, 0.5, 0.5714285714285714, 0.5217391304347826, 0.26, 0.4883720930232558, 0.2749999999999999, 0.52525, 0.666875, 0.6095121951219511, 0.40540540540540543, 0.8365306122448979, 0.35714285714285715, 0.6202, 0.5999999999999999]","[0.1, 0.0, 0.0, 0.1, 0.1, 0.0, 0.0, 0.2, 0.5, 1.1, 1.3, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.1, 0.0, 0.2, 0.0, 0.2, 0.2, 0.1, 0.5]"
2539311.0,Jamie Collins,"[0.7610869565217391, 0.5142857142857142, 0.3160526315789473, 0.47980000000000006, 0.627906976744186, 0.425531914893617, 0.4827586206896552, 0.6741860465116278, 0.5954761904761904, 0.4512903225806451, 0.58, 0.5714285714285714, 0.8478260869565217, 0.6, 0.6046511627906976, 0.2749999999999999, 0.60025, 0.666875, 0.4862162162162162, 0.29243902439024383, 0.4864864864864865, 0.9181632653061224, 0.6202, 0.3431428571428571]","[0.6000000000000001, 0.0, 0.0, 0.30000000000000004, 1.6, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3, 1.1, 0.5, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.9, 0.1, 0.1]"
2556475.0,Briean Boddy-Calhoun,"[0.6089130434782608, 0.675, 0.7107894736842105, 0.5104255319148935, 0.4, 0.6382978723404256, 0.8103448275862069, 0.16255813953488354, 0.4512903225806451, 0.6578947368421052, 0.68, 0.5714285714285714, 0.2802, 0.813953488372093, 0.625, 0.4862162162162162, 0.29243902439024383, 0.40540540540540543, 0.5918367346938775, 0.5712244897959184, 0.21428571428571427, 0.5999999999999998]","[0.1, 0.30000000000000004, 1.1, 0.0, 0.0, 0.2, 0.1, 0.2, 0.0, 1.4000000000000001, 0.1, 0.0, 0.1, 0.4, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8]"
2541431.0,Kemal Ishmael,"[0.7857142857142857, 0.25604651162790687, 0.45980000000000004, 0.1891891891891892]","[0.0, 0.1, 0.5, 0.30000000000000004]"
2556443.0,Sharrod Neasman,"[0.21105263157894727, 0.4287755102040816, 0.38636363636363635, 0.625, 0.8108108108108109, 0.6039583333333333, 0.371142857142857]","[0.4, 0.1, 0.0, 0.1, 1.4000000000000001, 0.0, 0.4]"
2539334.0,Desmond Trufant,"[0.8085106382978726, 0.11627906976744176, 0.6376811594202898, 0.510204081632653, 0.4318181818181818, 0.5399999999999999, 0.1891891891891892, 0.49982142857142847, 0.6039583333333333, 0.2727272727272727, 0.2727272727272727, 0.028285714285714192]","[2.4000000000000004, 0.0, 0.1, 0.0, 0.2, 0.2, 0.30000000000000004, 0.0, 0.0, 0.4, 0.0, 0.0]"
2552301.0,Vic Beasley,"[0.6138636363636364, 0.49982142857142847, 0.028285714285714192]","[1.5, 0.0, 0.0]"
2556445.0,Brian Poole,"[0.6521739130434784, 0.49982142857142847, 0.6458333333333333, 0.41818181818181815, 0.3998181818181818, 0.028285714285714192]","[0.0, 0.0, 0.2, 0.6000000000000001, 0.4, 0.0]"
2555540.0,Derrick Kindred,"[0.6296296296296295, 0.37171428571428566, 0.5, 0.2560465116279069, 0.6379310344827587, 0.4186046511627907, 0.7202000000000001, 0.4883720930232558, 0.2749999999999999, 0.4862162162162162]","[0.0, 0.0, 0.0, 0.0, 0.8, 0.9, 0.0, 0.0, 0.0, 0.0]"
2560964.0,Genard Avery,"[0.5792105263157894, 0.5104255319148935, 0.43999999999999984, 0.5106382978723404, 0.5954761904761904, 0.5789473684210523, 0.6602000000000001, 0.64, 0.2749999999999999, 0.666875, 0.4862162162162162, 0.3656097560975609, 0.5918367346938775, 0.5712244897959184, 0.21428571428571427, 0.6801999999999999, 0.3431428571428571]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.4, 0.9, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.2, 0.1]"
2495136.0,Bruce Carter,[0.7446666666666665],[1.6]
80431.0,Clay Matthews,"[0.41362068965517246, 0.5684090909090909, 0.06896551724137931, 0.4594594594594595, 0.9592000000000002, 0.4516129032258064, 0.34906976744186036]","[0.6000000000000001, 0.1, 0.0, 0.0, 1.2000000000000002, 0.1, 0.0]"
