id,name,totalYAOI,YAOIperGame,MOperGame,position
2532828,Lavonte David,829.86,59.2757142857,0.4285714286,OLB
2552592,Kwon Alexander,448.6,74.7666666667,0.3333333333,MLB
2555299,Vernon Hargreaves,76.97,76.97,1,CB
2555552,Ryan Smith,289.73,26.3390909091,0.6363636364,CB
2557945,Justin Evans,494.71,49.471,0.4,SS
2550565,Adarius Taylor,506.56,33.7706666667,0.0666666667,MLB
2561039,Carlton Davis,580.57,44.6592307692,1,CB
2508084,Patrick Robinson,145.75,48.5833333333,0.6666666667,CB
2533008,Demario Davis,919.25,57.453125,0.75,ILB
2555530,Vonn Bell,773.07,48.316875,0.6875,FS
2558061,Marshon Lattimore,794.79,49.674375,0.8125,CB
2558163,Alex Anzalone,670.76,41.9225,0.125,OLB
2558847,Marcus Williams,622.91,38.931875,0.0625,FS
2556735,Ken Crawley,337.33,37.4811111111,0.6666666667,CB
494261,Kurt Coleman,353.99,23.5993333333,0.3333333333,SS
2560884,M.J. Stewart,332.49,47.4985714286,0.4285714286,CB
2539277,Manti Te'o,103.78,20.756,0.2,MLB
2539982,A.J. Klein,613.22,38.32625,0.1875,OLB
71197,Connor Barwin,254.97,18.2121428571,0,OLB
2539338,B.W. Webb,794.98,49.68625,0.6875,CB
2540143,Alec Ogletree,782.07,60.1592307692,0.6923076923,LB
2541792,Ray-Ray Armstrong,234.65,33.5214285714,0.4285714286,OLB
2543738,Kareem Martin,414.47,25.904375,0.0625,OLB
2552454,Landon Collins,561.95,46.8291666667,0.4166666667,SS
2553822,Curtis Riley,627.66,39.22875,0.375,FS
2555277,Eli Apple,735.15,49.01,0.8666666667,CB
2532875,Janoris Jenkins,727.78,45.48625,1,CB
2561015,Lorenzo Carter,293.52,19.568,0,OLB
494259,Barry Church,547.42,49.7654545455,0.4545454545,SS
2532848,Tashaun Gipson,754.24,47.14,0.3125,FS
2541162,A.J. Bouye,543.73,41.8253846154,0.5384615385,CB
2543711,Telvin Smith,671.67,41.979375,0.3125,OLB
2555280,Jalen Ramsey,716.41,44.775625,0.6875,CB
2555329,Myles Jack,726.66,45.41625,0.1875,OLB
2535687,Michael Thomas,334.83,20.926875,0.3125,SS
2561008,Ronnie Harrison,135.73,12.3390909091,0.0909090909,DB
2539237,D.J. Hayden,370.78,37.078,0.4,CB
2555522,B.J. Goodson,271.83,18.122,0.1333333333,ILB
2539662,Lerentee McCray,54.63,7.8042857143,0,DE
2495504,Patrick Peterson,734.25,45.890625,0.5625,CB
2495807,Antoine Bethea,840.05,52.503125,0.5,FS
2530491,Josh Bynes,632.24,57.4763636364,0.2727272727,ILB
2539932,Jamar Taylor,244.92,24.492,0.5,CB
2543769,Deone Bucannon,221.79,22.179,0,ILB
2543830,Tre Boston,604.55,43.1821428571,0.1428571429,FS
2557887,Haason Reddick,593.24,37.0775,0.3125,ILB
2558009,Budda Baker,736.18,52.5842857143,0.7142857143,FS
2495201,Pernell McPhee,201.93,15.5330769231,0,OLB
2495281,Mason Foster,1359.35,84.959375,0.25,ILB
2532920,Josh Norman,931.16,58.1975,0.6875,CB
2539943,D.J. Swearinger,912.06,60.804,0.5333333333,FS
2553796,Quinton Dunbar,347.14,49.5914285714,0.7142857143,CB
2557853,Ryan Anderson,150.81,12.5675,0,OLB
2558133,Montae Nicholson,380.99,38.099,0.3,FS
2558136,Fabian Moreau,897,56.0625,0.5,CB
2495190,Ryan Kerrigan,876.58,54.78625,0.1875,OLB
2552276,Preston Smith,793.12,49.57,0,OLB
2557880,Josh Harvey-Clemons,213.73,16.4407692308,0.1538461538,ILB
2532804,Zach Brown,833.51,52.094375,0.1875,ILB
2553687,Zach Vigil,13.17,6.585,0,MLB
2560886,Greg Stroman,406.23,36.93,0.0909090909,DB
496937,Sean Lee,177.47,25.3528571429,0.2857142857,ILB
2541832,Jeff Heath,791.66,49.47875,0.5,SS
2552568,Byron Jones,696.58,43.53625,0.75,CB
2552686,Damien Wilson,116.28,7.2675,0,OLB
2555310,Jaylon Smith,840.69,52.543125,0.3125,MLB
2555536,Kavon Frazier,176.27,29.3783333333,0.1666666667,SS
2557840,Chidobe Awuzie,803.01,53.534,0.4666666667,CB
80668,Captain Munnerlyn,657.19,41.074375,0.625,CB
2505708,Mike Adams,766.41,47.900625,0.375,FS
2533056,Luke Kuechly,896.15,56.009375,0.4375,MLB
2552447,Shaq Thompson,420.49,30.035,0.2142857143,OLB
2555175,James Bradberry,720.75,48.05,0.4666666667,CB
2560753,Donte Jackson,466.54,31.1026666667,0.4,CB
2495339,Da'Norris Searcy,36.28,18.14,0,SS
2555531,Anthony Brown,666.22,44.4146666667,0.5333333333,CB
2560908,Leighton Vander Esch,655.4,40.9625,0.1875,LB
2553441,David Mayo,31.66,7.915,0,MLB
2553815,Justin March-Lillard,0,0,0,OLB
2499257,Colin Jones,63.3,10.55,0.3333333333,FS
80431,Clay Matthews,607.51,37.969375,0.125,OLB
2506789,Tramon Williams,886.52,55.4075,0.625,CB
2533048,Nick Perry,301.88,33.5422222222,0.1111111111,OLB
2543470,Ha Ha Clinton-Dix,1008.74,63.04625,0.3125,FS
2555161,Blake Martinez,943.93,58.995625,0.4375,ILB
2556480,Kentrell Brice,517.93,36.995,0.4285714286,SS
2557996,Kevin King,222.66,37.11,0.5,CB
2560755,Josh Jackson,594.94,37.18375,0.4375,CB
2560952,Jaire Alexander,535.96,41.2276923077,0.5384615385,CB
2555160,Antonio Morrison,210.07,13.129375,0.1875,ILB
2556537,Reggie Gilbert,312.15,19.509375,0.0625,LB
2495108,Prince Amukamara,518.06,34.5373333333,0.7333333333,CB
2532961,Danny Trevathan,984.82,61.55125,0.375,ILB
2543681,Kyle Fuller,850.81,53.175625,0.8125,CB
2552385,Adrian Amos,835.32,52.2075,0.3125,FS
2555285,Leonard Floyd,670.28,41.8925,0.0625,OLB
2555288,Nick Kwiatkoski,73.01,10.43,0,ILB
2558176,Eddie Jackson,699.3,49.95,0.3571428571,FS
2552697,Jermaine Whitehead,207.76,25.97,0.25,FS
2541202,Marcus Cooper,80.51,20.1275,0.5,CB
2553500,Bryce Callahan,624.34,48.0261538462,0.2307692308,CB
2555340,Kyler Fackrell,389.82,24.36375,0.0625,OLB
2495101,Sam Acho,7.56,3.78,0,OLB
2560877,Roquan Smith,709.26,44.32875,0.1875,LB
71441,Glover Quin,656.39,41.024375,0.5,FS
2534830,Tavon Wilson,308.33,25.6941666667,0.3333333333,SS
2540288,Darius Slay,667.63,44.5086666667,0.8,CB
2543869,Devon Kennard,696.89,46.4593333333,0.1333333333,OLB
2552262,Quandre Diggs,629.1,39.31875,0.4375,SS
2557855,Jarrad Davis,788.99,49.311875,0.3125,MLB
2557924,Jalen Reeves-Maybin,49.24,7.0342857143,0,OLB
2558821,Jamal Agnew,67.51,13.502,0.6,CB
2543872,Nevin Lawson,718.73,47.9153333333,0.4666666667,CB
2550572,Christian Jones,472.77,29.548125,0.1875,ILB
2557955,Teez Tabor,104.52,10.452,0.3,CB
2495343,Buster Skrine,644.45,46.0321428571,0.6428571429,CB
2532877,Trumaine Johnson,541.65,54.165,0.8,CB
2533059,Morris Claiborne,718.35,47.89,1,CB
2543597,Avery Williamson,1015.7,63.48125,0.25,ILB
2555256,Jordan Jenkins,573.66,35.85375,0,OLB
2555322,Darron Lee,660.31,55.0258333333,0.25,ILB
2557979,Jamal Adams,861.5,53.84375,0.375,SS
2556617,Doug Middleton,120.17,30.0425,0,S
2553353,Darryl Roberts,556.34,39.7385714286,0.7142857143,CB
2561366,Frankie Luvu,257.27,19.79,0,LB
2540219,J.J. Wilcox,42.37,7.0616666667,0,FS
2552486,Leonard Williams,1.47,1.47,0,DE
2552494,Eli Harold,33.65,3.0590909091,0,DE
2560822,Parry Nickerson,153.99,21.9985714286,0.1428571429,CB
2553657,Neville Hewitt,257.76,32.22,0.25,OLB
2549896,Marquis Flowers,1.69,1.69,1,OLB
1302,Aqib Talib,272.01,34.00125,0.75,CB
2543487,Dominique Easley,62.97,20.99,0,OLB
2543492,Lamarcus Joyner,607.49,40.4993333333,0.4,FS
2552320,Ramik Wilson,168.8,18.7555555556,0.2222222222,ILB
2552488,Marcus Peters,547.99,34.249375,0.4375,CB
2556593,Cory Littleton,812.78,50.79875,0.5625,ILB
2558183,John Johnson,620.62,38.78875,0.3125,SS
2540197,Nickell Robey-Coleman,525.12,32.82,0.875,CB
2556277,Marqui Christian,345.54,21.59625,0.125,SS
2558830,Samson Ebukam,406.52,25.4075,0.125,OLB
2495153,Marcus Gilchrist,919.58,57.47375,0.5,FS
2495617,Leon Hall,418.25,46.4722222222,0.2222222222,CB
2507167,Reggie Nelson,402.69,36.6081818182,0.1818181818,FS
2532986,Tahir Whitehead,1019.29,63.705625,0.3125,OLB
2541200,Rashaan Melvin,574.4,44.1846153846,0.3846153846,CB
2558062,Gareon Conley,514.33,36.7378571429,0.3571428571,CB
2506353,Derrick Johnson,89.15,14.8583333333,0.1666666667,ILB
2553722,Matt Longacre,230.62,17.74,0.0769230769,OLB
306,Dominique Rodgers-Cromartie,137.26,27.452,0.2,CB
2557972,Marquel Lee,394.42,24.65125,0.0625,MLB
2555294,Shilique Calhoun,65.58,9.3685714286,0,LB
2555342,Karl Joseph,316.07,26.3391666667,0.1666666667,SS
2556817,Tony McRae,201.93,40.386,0.6,CB
2560745,Sam Hubbard,3.64,1.2133333333,0,DE
2552392,Jordan Richards,430.01,28.6673333333,0.2,SS
2561132,Foye Oluokun,428.66,28.5773333333,0,LB
2561009,Marquis Haynes,54.93,13.7325,0,DE
2560775,Rashaan Gaulden,149.62,14.962,0,DB
2558171,Corn Elder,53.95,13.4875,0,CB
2534741,Keith Tandy,0,0,0,FS
2539219,Blidi Wreh-Wilson,42.62,14.2066666667,0,CB
79901,Vontae Davis,40.61,40.61,0,CB
2532861,Casey Hayward,761.38,50.7586666667,0.4666666667,CB
2541958,Jahleel Addae,756.01,50.4006666667,0.4666666667,SS
2552296,Kyle Emanuel,170.26,14.1883333333,0,OLB
2552310,Denzel Perryman,383.79,47.97375,0,ILB
2556828,Trevor Williams,378.96,54.1371428571,0.4285714286,CB
2560760,Derwin James,790.31,52.6873333333,0.2,SS
2560928,Kyzir White,112.05,56.025,0,LB
2507644,Ramon Humber,52,17.3333333333,0.3333333333,OLB
2550842,Adrian Phillips,681.89,45.4593333333,0.3333333333,SS
2556148,Jatavis Brown,588.5,42.0357142857,0.5714285714,OLB
2557927,Desmond King,725.44,48.3626666667,0.4666666667,CB
2558182,Rayshawn Jenkins,57.59,7.19875,0,SS
2560826,Uchenna Nwosu,174.48,11.632,0,LB
2556652,Lafayette Pitts,79.7,19.925,0.75,CB
2560818,Siran Neal,0.17,0.0566666667,0,DB
2525323,Andrew Sendejo,260.45,65.1125,0.5,SS
2532948,Harrison Smith,550.98,36.732,0.5333333333,FS
2540155,Xavier Rhodes,531.52,40.8861538462,0.7692307692,CB
2543459,Anthony Barr,584.9,48.7416666667,0.1666666667,OLB
2552312,Eric Kendricks,623.67,47.9746153846,0.3846153846,MLB
2552448,Trae Waynes,432.66,33.2815384615,0.5384615385,CB
2555177,Mackensie Alexander,577.22,38.4813333333,0.2,CB
2534567,Korey Toomer,2.91,0.97,0,MLB
2495170,Davon House,35.76,17.88,0,CB
2560746,Mike Hughes,199.04,39.808,0.2,CB
2555156,Jayron Kearse,131.92,11.9927272727,0.2727272727,SS
2550164,T.J. Carrie,662.9,44.1933333333,0.4666666667,CB
2556489,James Burgess,43.65,21.825,0,OLB
2552484,P.J. Williams,699.97,46.6646666667,1.1333333333,CB
2495493,Justin Houston,407.27,37.0245454545,0.1818181818,DE
2530794,Ron Parker,740.67,52.905,0.5714285714,FS
2543592,Anthony Hitchens,812.91,58.065,0.9285714286,MLB
2555169,Reggie Ragland,331.49,22.0993333333,0.1333333333,ILB
2555173,Eric Murray,486.69,34.7635714286,0.2142857143,FS
2556775,Terrance Smith,168.43,28.0716666667,0.1666666667,ILB
2560881,Breeland Speaks,337.56,22.504,0,LB
2307,Orlando Scandrick,613.6,47.2,0.6923076923,CB
2552265,Steven Nelson,661.56,44.104,1.1333333333,CB
2555349,Kendall Fuller,795.28,56.8057142857,0.9285714286,CB
2560921,Armani Watts,55.29,13.8225,0.25,DB
2532946,Coty Sensabaugh,434.33,28.9553333333,0.4,CB
2561103,Tremon Smith,27.12,9.04,0,WR
2558185,Tanoh Kpassagnon,3.2,3.2,0,DE
2532800,Nigel Bradham,1106.1,73.74,0.5333333333,OLB
2560930,Jordan Whitehead,404.31,28.8792857143,0.1428571429,DB
2550605,Marcus Williams,36.13,12.0433333333,0.3333333333,CB
2543468,Mike Evans,2.35,2.35,0,WR
1037347,Joe Webb,45.83,45.83,0,QB
2495251,Shareece Wright,482.68,40.2233333333,0.5,CB
2535693,Johnson Bademosi,83.19,20.7975,0,CB
2543600,Alfred Blue,45.83,45.83,0,RB
2552730,Brian Peters,96.59,19.318,0,ILB
2555234,Tyler Ervin,34.59,34.59,0,RB
2560759,Natrell Jamerson,115.86,28.965,0.25,DB
2560774,Peter Kalambayi,76.4,25.4666666667,0,LB
2561344,Buddy Howell,41.03,41.03,0,RB
2561538,A.J. Moore,23.89,23.89,0,DB
2556673,Brennan Scarlett,66.77,11.1283333333,0.1666666667,OLB
2560784,Harold Landry,255.1,17.0066666667,0.0666666667,OLB
2560714,Duke Ejiofor,109.54,9.9581818182,0,LB
2561033,Dane Cruikshank,2.72,0.68,0,DB
2543811,Pierre Desir,733.74,48.916,0.3333333333,CB
2543855,Bene' Benwikere,452.15,41.1045454545,0.2727272727,CB
2539293,Gerald Hodges,293.91,36.73875,0.5,ILB
1037374,Sam Shields,283.28,23.6066666667,0.6666666667,CB
2552307,Bryce Hager,74.28,18.57,0,ILB
2553536,Troy Hill,235.65,19.6375,0.4166666667,CB
2556374,Blake Countess,26.04,6.51,0,SS
2553545,Isaiah Johnson,14.43,14.43,0,DB
2495507,Richard Sherman,686.28,52.7907692308,0.6923076923,CB
2552391,Jaquiski Tartt,392.09,56.0128571429,0.5714285714,FS
2552684,Mark Nzeocha,97.63,13.9471428571,0,MLB
2558121,Elijah Lee,418.11,52.26375,1,LB
2558157,Ahkello Witherspoon,405.35,33.7791666667,0.5833333333,CB
2558857,Adrian Colbert,254.81,50.962,0.2,FS
2560917,Fred Warner,903.86,60.2573333333,0.4,LB
2550654,K'Waun Williams,481.72,37.0553846154,0.4615384615,CB
2556641,Romeo Okwara,441.74,29.4493333333,0,DE
2543741,Jimmie Ward,305.6,38.2,0.75,FS
2560913,Trey Walker,190.75,13.625,0.0714285714,DB
2543680,Antone Exum,330.89,27.5741666667,0.25,FS
494307,Darian Stewart,755.43,58.11,0.2307692308,FS
2495202,Von Miller,759.15,50.61,0.1333333333,OLB
2506345,Adam Jones,94.72,18.944,0,CB
2530510,Chris Harris,657.3,59.7545454545,1,CB
2532898,Brandon Marshall,284.77,28.477,0.2,ILB
2543505,Bradley Roby,535.97,38.2835714286,0.6428571429,CB
2550930,Todd Davis,757.2,50.48,0.2,ILB
2550541,Shaquil Barrett,252.64,21.0533333333,0,OLB
2555550,Justin Simmons,745.68,49.712,0.4,SS
2532871,Bruce Irvin,18.51,4.6275,0,LB
2555568,Erik Harris,432.26,30.8757142857,0.2857142857,SS
2536032,Emmanuel Lamur,117.08,19.5133333333,0.1666666667,OLB
2560763,Josey Jewell,421.09,28.0726666667,0,LB
2507917,Tramaine Brock,327.61,29.7827272727,0.5454545455,CB
2556278,Will Parks,388.29,25.886,0.2,FS
2552271,Geneo Grissom,21.01,21.01,0,DE
2556711,Jarrod Wilson,119.12,13.2355555556,0,SS
2555421,Yannick Ngakoue,1.17,0.39,0.3333333333,DE
2550262,Joe Thomas,93.57,18.714,0,ILB
2556512,Donte' Deayon,123.2,30.8,0.5,CB
2552605,Ibraheim Campbell,41.66,10.415,0.25,FS
2508080,Earl Thomas,103.43,34.4766666667,0,FS
2539243,Bradley McDougald,812.91,54.194,0.2666666667,SS
2553456,Akeem King,68.12,9.7314285714,0,CB
2553637,Justin Coleman,602.62,40.1746666667,0.4,CB
2557881,Tedric Thompson,636.86,48.9892307692,0.3846153846,FS
2558259,Shaquill Griffin,784.42,52.2946666667,0.2666666667,CB
2532890,Mychal Kendricks,94.47,23.6175,0.25,OLB
2540140,Barkevious Mingo,501.92,33.4613333333,0.2666666667,OLB
2558925,Austin Calitro,264.3,37.7571428571,0.1428571429,LB
2552629,Frank Clark,0,0,0,DE
494289,Sherrick McManis,156.17,13.0141666667,0.0833333333,CB
2560830,Isaiah Oliver,300.07,30.007,0.5,CB
2560946,Isaac Yiadom,307.39,38.42375,0.5,DB
2539937,Shamarko Thomas,8.42,4.21,0.5,SS
496814,Albert McClellan,12.03,2.406,0.4,OLB
2561093,Jermaine Carter,62.69,15.6725,0,LB
2495488,J.J. Watt,3.2,3.2,0,DE
2543456,Jadeveon Clowney,27.83,3.47875,0,DE
2560718,Rashaan Evans,416.24,29.7314285714,0.2142857143,LB
2550659,Tyler Patmon,206.42,34.4033333333,0.5,CB
2561340,Tre Herndon,78.78,26.26,0,CB
2560758,Leon Jacobs,72.41,7.241,0.1,LB
2556798,Kenneth Durden,10.24,10.24,0,CB
2557837,Reuben Foster,303.83,50.6383333333,1.1666666667,OLB
2560850,D.J. Reed,192.72,17.52,0.1818181818,DB
2499278,Malcolm Smith,265.66,22.1383333333,0.25,OLB
2561117,Tarvarius Moore,148.82,18.6025,0.25,DB
2558033,Ben Gedeon,164.19,13.6825,0.1666666667,OLB
2559208,Ryan Lewis,70.63,14.126,0,CB
2559012,Eric Wilson,154.49,15.449,0,OLB
2560984,Oren Burks,103.93,11.5477777778,0.1111111111,LB
2553710,Deshazor Everett,157.1,19.6375,0,SS
2559164,Michael Davis,371.15,28.55,0,CB
2560901,Kevin Toliver,187,18.7,0.1,DB
2532966,Bobby Wagner,1006.83,71.9164285714,0.5714285714,MLB
2558159,Xavier Woods,596.09,42.5778571429,0.1428571429,FS
2560728,Tre Flowers,623.6,44.5428571429,0.5,CB
2555380,Cyrus Jones,3.93,1.31,0,CB
2560754,J.C. Jackson,214.31,16.4853846154,0.1538461538,DB
2535609,DeShawn Shead,327.42,27.285,0.6666666667,CB
2506861,Brent Grimes,700.32,53.8707692308,0.9230769231,CB
2543643,Nat Berhe,28.85,14.425,1,SS
2560741,Holton Hill,189.36,17.2145454545,0.0909090909,CB
2556567,Isaiah Johnson,261.43,23.7663636364,0.4545454545,S
2555155,Deon Bush,57.28,11.456,0.2,SS
2555381,DeAndre Houston-Carson,28.28,4.04,0,FS
2560750,Joel Iyiegbuniwe,9.48,2.37,0,LB
2557920,Jourdan Lewis,174.98,21.8725,0.25,CB
2556588,Eric Lee,0.63,0.63,0,DE
2560982,Tony Brown,177.29,22.16125,0.25,CB
2556394,Chris Milton,64.27,32.135,0.5,CB
2557995,Marcus Maye,311.25,51.875,0.3333333333,FS
2541864,Josh Martin,31.05,31.05,0,OLB
2543563,Kevin Pierre-Louis,17.6,3.52,0,ILB
2559058,Maurice Smith,96.29,48.145,1,S
2543724,Walt Aikens,54.35,7.7642857143,0.2857142857,CB
2556542,Nicholas Grigsby,38.21,12.7366666667,0.3333333333,LB
2560795,Avonte Maddox,421.18,42.118,0.1,CB
494277,Kendrick Lewis,214.1,35.6833333333,0.5,FS
2558077,Delano Hill,282.11,28.211,0.1,SS
2543823,E.J. Gaines,161.32,40.33,0.25,CB
